easting,northing,vs30,uncertainty
1752206.3983568132,5424691.537963129,274.0,0.1
1742327.289468496,5434775.354864092,1000.0,0.5
1742862.7294668294,5430375.190863299,480.0,0.5
1217722.565452089,4964727.3406564575,1500.0,0.5
1621287.901426253,5340418.429717672,600.0,0.5
1817977.6260989858,5495727.427470041,800.0,0.5
1197850.110195641,5040802.286543515,1500.0,0.5
1197780.1827556207,5040833.2302698055,600.0,0.5
1995813.5397755308,5747414.265853197,800.0,0.5
2068836.4661507958,5829494.049437642,1000.0,0.5
1933111.065299767,5624044.502761536,243.0,0.1
1578283.9296798173,5182861.841601541,189.0,0.1
1763814.3276184609,5436948.422629347,190.0,0.1
1623759.6714788862,5431133.845122685,335.0,0.5
1933299.618976751,5620542.88917589,176.0,0.1
1935057.3383227496,5619744.709839932,230.0,0.1
1622963.9193008887,5429256.938269881,550.0,0.5
1752679.1007941256,5433883.58870974,1000.0,0.5
1936720.7296437668,5621981.762478798,440.0,0.2
1623188.6565016436,5431618.468854111,350.0,0.5
1785737.1395577446,5395072.83377425,800.0,0.5
1577200.361226543,5184127.959765106,204.0,0.1
1631809.1602127505,5437072.687457406,1000.0,0.5
1936784.146754694,5621565.261592206,600.0,0.5
1786202.747202208,5393437.517182791,600.0,0.5
1413603.7188391131,4915994.898063673,1500.0,0.5
1522028.71923422,5202544.399801016,1000.0,0.5
1579869.490892265,5176087.795520465,750.0,0.5
1757530.0217516557,5434617.109437702,200.0,0.2
1749605.6559973233,5430010.424318753,210.0,0.1
1754366.8536097214,5445026.912546238,275.0,0.5
1748637.5765075793,5429504.893869674,453.0,0.1
1568217.812414332,5184377.931040938,180.0,0.1
1762053.439643587,5431795.0163588375,190.0,0.2
1574364.657632565,5180742.87950496,196.0,0.1
1755929.782295934,5434821.869258011,450.0,0.5
2061275.5282865334,5773176.160492669,1000.0,0.5
1757066.4431438572,5434600.425743214,190.0,0.2
1929559.8268588919,5561798.193160841,1000.0,0.5
1929568.2348342752,5561691.313160354,1000.0,0.5
1112189.7378513683,4868036.58773424,1000.0,0.5
1560296.0071834517,5480504.547013783,1000.0,0.5
1578407.0029205694,5177189.856161561,433.0,0.5
1570514.387148881,5181156.69008769,155.0,0.1
1580372.1375789014,5175699.515097694,900.0,0.5
1564805.8163567402,5179549.378430325,286.0,0.1
1521355.3617328038,5155267.594639531,452.0,0.1
1550041.1616888489,5173164.156259868,447.0,0.1
1443222.8707712851,5157983.922491174,1000.0,0.5
1749127.9353416397,5426794.65594586,246.0,0.1
1946599.8686034018,5718376.38476494,1000.0,0.5
1753785.9882268284,5423374.417513528,305.0,0.1
1119892.6790200607,4974315.0723115485,1000.0,0.5
1572789.4693793175,5183010.902519307,201.0,0.1
1406821.824242709,4914200.288166545,140.0,0.2
1544985.0442588774,5163982.56862013,327.0,0.1
1568766.1217071093,5187192.335739727,219.0,0.1
1756241.5363005,5430984.426666021,1000.0,0.5
1571343.7247973457,5171765.064480768,1000.0,0.5
1559114.9892383714,5198035.176004914,546.0,0.1
1303936.9972717825,4839051.286349738,800.0,0.5
1186821.642968665,4957179.696951366,298.0,0.5
1763954.664983348,5439376.20044904,510.0,0.1
1878298.7555940333,5822479.284765577,209.0,0.1
1706999.7613457164,5437104.732878837,1000.0,0.5
1749133.801255379,5427454.2277212115,292.0,0.1
1749334.4725822723,5429133.8676537,271.0,0.1
1592120.7905810946,5376591.119943702,800.0,0.5
1853854.7758441772,5738144.476213468,600.0,0.5
1781067.7255438317,5450336.41833688,800.0,0.5
1775111.247072502,5447500.183515413,500.0,0.5
1820473.2300088983,5821088.447614761,800.0,0.5
1557345.7129732147,5177970.77580421,398.0,0.1
1866814.9081646528,5713564.593820146,454.0,0.5
1852563.8634657946,5561541.820625615,800.0,0.5
1771321.6652577515,5445157.6226679655,390.0,0.1
1773350.533723805,5445158.094071483,481.0,0.1
1959724.3521234985,5757421.247840259,800.0,0.5
1748934.6160434112,5428650.584716718,286.0,0.1
1761836.5663429939,5433778.220963458,1000.0,0.5
1881003.6190632696,5522481.387581847,800.0,0.5
1774991.4604416674,5577600.117208235,250.0,0.5
1763234.4063546837,5430838.110677856,120.0,0.1
1843768.8313945755,5530749.240612602,290.0,0.5
1749020.1205860886,5429267.000457265,265.0,0.1
1983055.4534301527,5670097.452018392,155.0,0.2
1583644.7994242043,5272347.666495836,478.0,0.1
1285178.2807816046,5028545.503991575,1000.0,0.5
1751392.9430152362,5423428.960023122,229.0,0.1
1748645.5712523279,5426332.544861564,493.0,0.1
1745879.5458928086,5428161.309233531,369.0,0.1
1294392.8908715914,5043735.857463783,330.0,0.5
1604394.799153755,5281441.4520259295,504.0,0.1
1415769.847317598,5228754.712133698,270.0,0.5
1415745.9392750752,5228442.885874231,1000.0,0.5
1763891.7922499012,5947911.821771124,800.0,0.5
1571672.4343512894,5219521.4362217,800.0,0.5
1217860.054590987,4801322.917430176,1500.0,0.5
1871611.1797550423,5719918.666347025,409.0,0.5
1312188.3350512905,4980996.602622724,1000.0,0.5
1162547.5717844623,5024929.247755298,1500.0,0.5
1863412.1357900444,5624444.885677754,800.0,0.5
1280673.4071408217,5120707.468489841,1500.0,0.5
1111679.0469538865,4934105.591559098,1500.0,0.5
1700920.726892876,5377377.773039322,800.0,0.5
1124883.7642751993,4982914.8680347325,1500.0,0.5
1869646.3366439976,5466319.378193267,1000.0,0.5
1667376.5827178557,5333850.486137074,1000.0,0.5
1133425.9573950814,4994239.118030461,1500.0,0.5
1118163.9498752719,4952478.6192188235,1500.0,0.5
1105152.4569296534,4916933.135499439,1500.0,0.5
1821133.3156167374,5649542.163614012,1000.0,0.5
1151561.0392333479,5012045.6111968625,1500.0,0.5
1771641.1133702411,5908549.858790325,1000.0,0.5
1115665.7985635712,4964784.549603014,1500.0,0.5
1754273.172268514,5920355.8114716355,800.0,0.5
1413603.7188391131,4915994.898063673,1500.0,0.5
1761789.0476510944,5735640.29316182,800.0,0.5
1886806.9061766106,5745790.797576172,800.0,0.5
1751939.2319806821,5923488.6764751095,800.0,0.5
1858833.933301906,5807237.162031857,467.0,0.5
1894643.9452554034,5630577.263296254,800.0,0.5
1097104.1252765374,4894742.277356926,1500.0,0.5
1299479.1001996282,5153011.48102287,800.0,0.5
1118279.4290091554,4888824.438145566,1500.0,0.5
1769388.1400580562,5929096.615006281,1000.0,0.5
1714444.0557542732,5673951.0419378355,1000.0,0.5
2024097.4448367706,5654811.819263074,1000.0,0.1
1792041.7851885715,5891390.539774468,800.0,0.2
1757230.3286279282,5736718.982665403,800.0,0.2
1929212.3513690834,5665551.029884,800.0,0.5
2038626.9091895542,5713758.495007461,1000.0,0.5
1831413.603436417,5668885.401040837,1000.0,0.5
1783037.048920068,5479325.411088417,1000.0,0.5
1604793.224553179,5158862.555316839,1500.0,0.5
1586426.033933656,5152473.76979047,1500.0,0.5
1771390.7836787805,5909009.665906686,800.0,0.5
1654252.4231360077,6102431.112462143,1000.0,0.5
1834933.972602012,5525085.294048891,800.0,0.5
2023421.3426476351,5680461.593340348,1000.0,0.5
1985123.8531201389,5729947.460092951,800.0,0.5
1954297.4383159892,5684583.57944061,800.0,0.5
1180309.8631628943,5039368.90664646,1500.0,0.5
1175791.3245902641,5033696.224038984,1500.0,0.5
1127209.6819624756,4969292.488688087,1500.0,0.5
1126934.9093105176,4920736.180452766,1500.0,0.5
1141711.5360458833,5002056.383919992,1500.0,0.5
1587580.6899856033,6179072.605887441,1000.0,0.5
1843523.8276887266,5482096.421075864,1000.0,0.5
1831413.603436417,5668885.401040837,1000.0,0.5
1678781.7766117118,5413145.841921561,1000.0,0.5
2036344.4235116984,5762841.008426977,800.0,0.5
1790391.662858824,5925966.480189713,1000.0,0.5
1969272.9600694873,5839442.220096886,1000.0,0.5
1740120.5028621478,5911468.411897073,1000.0,0.5
1282674.8081111782,5133273.098692542,1500.0,0.5
1613756.6488596476,5340484.110310948,800.0,0.5
1757836.9127623779,5919954.342587635,800.0,0.5
1927505.0696157913,5587875.306838451,800.0,0.5
1118182.5627086628,4960753.620904213,1500.0,0.5
1802105.508527793,5815487.616865382,182.0,0.1
1751943.277232805,5923486.487605948,1000.0,0.5
1911942.715505301,5626091.942826635,1000.0,0.5
1955644.7556456355,5678083.041845532,800.0,0.5
1825314.3702487354,5628628.835269064,800.0,0.5
1753813.4432606848,5916456.516956342,584.0,0.5
1131613.7986942367,4983405.337512109,1500.0,0.5
1196775.679310991,4860753.945432734,1000.0,0.5
1951843.8249046816,5691225.76015247,1000.0,0.5
1108366.7794684467,4921238.833843185,1500.0,0.5
1125501.2590787238,4969698.081109637,1500.0,0.5
1960232.1128434557,5693952.51838329,800.0,0.5
1582682.7696511417,5326335.460967013,800.0,0.5
1141764.5012214493,5001992.468724062,1500.0,0.5
1960258.6167868823,5693951.312719256,800.0,0.5
1719121.7243399895,6046866.855684016,800.0,0.5
1415677.480916453,5228399.914334761,1000.0,0.5
1669591.4377570122,5393652.983282083,1000.0,0.5
1634266.7754787728,5343423.404950855,1000.0,0.5
1749246.2646236222,5428760.709911719,244.0,0.1
