easting,northing,vs30,uncertainty
1567989.5429605485,5176277.068868089,155.14278,0.20000000298023224
1569476.7169777171,5176182.169480403,174.45598,0.20000000298023224
1570103.9657845746,5176303.148728642,240.81691,0.20000000298023224
1571027.3597260136,5176115.260062354,156.58267,0.20000000298023224
1571626.353809231,5176586.5992528675,198.42905,0.20000000298023224
1572805.3831934563,5176648.6201503705,164.72057,0.20000000298023224
1574053.8777817702,5176825.096216118,192.37817,0.20000000298023224
1574993.0146105364,5176429.787600026,164.39864,0.20000000298023224
1576341.4648410797,5176543.789597266,164.68033,0.20000000298023224
1579021.1109204441,5176789.279702523,174.46432,0.20000000298023224
1561322.6604971115,5174664.868836913,232.82343,0.20000000298023224
1562703.851907727,5175431.153428601,193.78465,0.20000000298023224
1563093.4689622202,5175158.773751177,201.62637,0.20000000298023224
1563926.1596875465,5175042.357425827,190.59781,0.20000000298023224
1564889.778219232,5175339.790690942,177.89551,0.20000000298023224
1566088.0714554521,5175301.859721712,169.16005,0.20000000298023224
1567655.9735371335,5175152.986378456,221.14156,0.20000000298023224
1569073.6580122532,5175422.946496481,153.90182,0.20000000298023224
1571374.7489076422,5175474.525812894,233.53943,0.20000000298023224
1574998.2855252572,5175804.038406919,244.34302,0.20000000298023224
1575504.8379165928,5175608.635677272,249.64885,0.20000000298023224
1560931.3311345337,5174220.512428393,258.795,0.20000000298023224
1562542.712609532,5174473.502087315,201.10997,0.20000000298023224
1563271.6829903438,5174553.508808283,180.46858,0.20000000298023224
1563800.013921546,5173959.758252967,188.00557,0.20000000298023224
1565276.1835150472,5174281.709736318,199.88303,0.20000000298023224
1565945.161363037,5174586.125830765,175.35133,0.20000000298023224
1557552.641524119,5173199.196488947,245.09045,0.20000000298023224
1563202.5313010134,5173218.505888933,185.40617,0.20000000298023224
1563929.7594310096,5173130.077721728,192.32985,0.20000000298023224
1565161.0326151848,5173232.103048449,172.48814,0.20000000298023224
1568008.9522704151,5172784.9189200895,166.75334,0.20000000298023224
1564566.589393452,5171813.611629222,209.08069,0.20000000298023224
1567984.9625023766,5172768.923887136,169.70062,0.20000000298023224
1564598.5790447323,5171779.626353682,193.36916,0.20000000298023224
1564399.3359818358,5168806.751789694,195.49962,0.20000000298023224
1559772.9286060631,5167676.871448638,193.259,0.20000000298023224
1564229.4531774144,5168015.544819772,187.71959,0.20000000298023224
1564609.5257079694,5168479.390857642,196.85495,0.20000000298023224
1559664.9800475277,5167525.920201191,191.52373,0.20000000298023224
1559845.9126189472,5167514.937120711,191.06586,0.20000000298023224
1564107.8030530151,5167228.339523436,171.10716,0.20000000298023224
1560535.7788321208,5165770.142683847,190.72363,0.20000000298023224
1562714.9452354754,5165754.3084694985,192.32352,0.20000000298023224
1564048.416256005,5165931.83520516,173.7898,0.20000000298023224
1560212.475678685,5164800.984079755,196.1064,0.20000000298023224
1562317.111936685,5165570.8497614935,199.878,0.20000000298023224
1563316.4940097919,5165325.51665105,194.25891,0.20000000298023224
1563932.4986431974,5165411.527935925,189.37384,0.20000000298023224
1559690.2221282406,5164191.1732867295,195.639,0.20000000298023224
