index,easting,northing,vs30,uncertainty,source
12537,1.5695552e+06,5.179831e+06,141.3272,0.5,cpt
12539,1.5750192e+06,5.17689e+06,151.70116,0.5,cpt
12540,1.5746071e+06,5.185753e+06,180.08142,0.5,cpt
12541,1.57543e+06,5.18187e+06,184.01071,0.5,cpt
12543,1.5752658e+06,5.1758715e+06,161.13527,0.5,cpt
12544,1.561558e+06,5.174269e+06,271.6391,0.5,cpt
12545,1.5709974e+06,5.1788835e+06,171.40948,0.5,cpt
12546,1.5719775e+06,5.180975e+06,156.08101,0.5,cpt
12547,1.570693e+06,5.182415e+06,186.4467,0.5,cpt
12548,1.573254e+06,5.182154e+06,189.06593,0.5,cpt
12549,1.57644e+06,5.183863e+06,189.56807,0.5,cpt
12550,1.573095e+06,5.179337e+06,177.95822,0.5,cpt
12551,1.569375e+06,5.183596e+06,167.33911,0.5,cpt
12552,1.569313e+06,5.183653e+06,157.00465,0.5,cpt
12553,1.5696654e+06,5.1795155e+06,105.83729,0.5,cpt
12554,1.5719806e+06,5.1808675e+06,161.26611,0.5,cpt
12555,1.5722744e+06,5.1863635e+06,189.81824,0.5,cpt
12556,1.5716712e+06,5.1804875e+06,166.1026,0.5,cpt
12557,1.573421e+06,5.179316e+06,184.82529,0.5,cpt
12558,1.576609e+06,5.18218e+06,187.22536,0.5,cpt
12559,1.5766152e+06,5.181567e+06,186.90898,0.5,cpt
12560,1.5677896e+06,5.181284e+06,191.63945,0.5,cpt
12561,1.570099e+06,5.178443e+06,151.17001,0.5,cpt
12562,1.5791151e+06,5.176448e+06,187.29141,0.5,cpt
12564,1.5756646e+06,5.1833605e+06,174.8314,0.5,cpt
12565,1.564563e+06,5.17807e+06,139.23105,0.5,cpt
12566,1.5712824e+06,5.18086e+06,222.53525,0.5,cpt
12567,1.5718579e+06,5.1824635e+06,139.97028,0.5,cpt
12568,1.9361049e+06,5.6158495e+06,123.78899,0.5,cpt
12569,1.5702765e+06,5.18044e+06,227.49214,0.5,cpt
12570,1.5684982e+06,5.184009e+06,145.09566,0.5,cpt
12571,1.570534e+06,5.181515e+06,190.40222,0.5,cpt
12572,1.570446e+06,5.181565e+06,171.89992,0.5,cpt
12573,1.5720755e+06,5.1824555e+06,163.57063,0.5,cpt
12574,1.571447e+06,5.180373e+06,136.82889,0.5,cpt
12575,1.5740589e+06,5.17998e+06,200.00055,0.5,cpt
12576,1.5724571e+06,5.181633e+06,205.32138,0.5,cpt
12577,1.5797094e+06,5.1772615e+06,188.7343,0.5,cpt
12578,1.9312244e+06,5.618138e+06,140.64827,0.5,cpt
12579,1.9358749e+06,5.615863e+06,150.78908,0.5,cpt
12580,1.575174e+06,5.181197e+06,177.45937,0.5,cpt
12581,1.571588e+06,5.18159e+06,181.21689,0.5,cpt
12582,1.56983e+06,5.179457e+06,168.97478,0.5,cpt
12583,1.5701949e+06,5.1802695e+06,102.19033,0.5,cpt
12584,1.569213e+06,5.1869515e+06,210.31778,0.5,cpt
12585,1.9258882e+06,5.6030755e+06,236.73189,0.5,cpt
12586,1.9819026e+06,5.677809e+06,131.95393,0.5,cpt
12587,1.5753564e+06,5.1833755e+06,152.6006,0.5,cpt
12588,1.9283564e+06,5.6065525e+06,153.07187,0.5,cpt
12589,1.9283524e+06,5.6065535e+06,143.0138,0.5,cpt
12590,1.565373e+06,5.17785e+06,119.69789,0.5,cpt
12591,1.5702178e+06,5.176178e+06,163.1169,0.5,cpt
12592,1.5674689e+06,5.1792265e+06,154.27176,0.5,cpt
12593,1.5743721e+06,5.180745e+06,173.89949,0.5,cpt
12594,1.5715642e+06,5.180921e+06,204.54984,0.5,cpt
12595,1.5688638e+06,5.186951e+06,198.93736,0.5,cpt
12596,1.571951e+06,5.180669e+06,185.99281,0.5,cpt
12597,1.5723105e+06,5.1820145e+06,172.0769,0.5,cpt
12598,1.5723469e+06,5.1777545e+06,193.81906,0.5,cpt
12599,1.5728111e+06,5.181547e+06,200.5731,0.5,cpt
12600,1.5731496e+06,5.1813245e+06,194.59102,0.5,cpt
12601,1.5731776e+06,5.1814565e+06,203.94458,0.5,cpt
12602,1.5734022e+06,5.1811925e+06,194.04872,0.5,cpt
12603,1.5759294e+06,5.1844145e+06,184.33006,0.5,cpt
12604,1.57583e+06,5.1835245e+06,164.89499,0.5,cpt
12605,1.5751715e+06,5.1844425e+06,169.6517,0.5,cpt
12606,1.5751222e+06,5.1929225e+06,211.3836,0.5,cpt
12607,1.5755705e+06,5.1911525e+06,174.70569,0.5,cpt
12608,1.5746428e+06,5.1782465e+06,158.83559,0.5,cpt
12609,1.5768791e+06,5.1829585e+06,192.86212,0.5,cpt
12610,1.5690002e+06,5.186572e+06,138.56978,0.5,cpt
12611,1.5754056e+06,5.180271e+06,219.67822,0.5,cpt
12616,1.572806e+06,5.197326e+06,241.26102,0.5,cpt
12617,1.5764031e+06,5.1858565e+06,188.18091,0.5,cpt
12618,1.5756175e+06,5.1780135e+06,190.33647,0.5,cpt
12619,1.5718694e+06,5.1819115e+06,162.22655,0.5,cpt
12620,1.9321631e+06,5.616664e+06,148.02985,0.5,cpt
12621,1.5701895e+06,5.1806955e+06,191.56392,0.5,cpt
12622,1.5764839e+06,5.1850135e+06,183.65324,0.5,cpt
12623,1.932367e+06,5.596003e+06,167.77292,0.5,cpt
12624,1.9428309e+06,5.593907e+06,191.25885,0.5,cpt
12625,2.014742e+06,5.675945e+06,89.56899,0.5,cpt
12626,1.5728986e+06,5.183401e+06,197.8281,0.5,cpt
12627,1.5627118e+06,5.173386e+06,204.70943,0.5,cpt
12628,1.5767182e+06,5.1772485e+06,154.0787,0.5,cpt
12629,1.572069e+06,5.179048e+06,158.70609,0.5,cpt
12630,1.5699051e+06,5.17913e+06,156.07419,0.5,cpt
12631,1.5740285e+06,5.181999e+06,185.78983,0.5,cpt
12632,1.5765084e+06,5.1834275e+06,193.066,0.5,cpt
12633,1.5723045e+06,5.183507e+06,145.67366,0.5,cpt
12634,1.5720614e+06,5.183022e+06,150.86328,0.5,cpt
12635,1.5693612e+06,5.188427e+06,203.34784,0.5,cpt
12636,1.5692488e+06,5.177842e+06,170.33122,0.5,cpt
12637,1.5728886e+06,5.183314e+06,209.54675,0.5,cpt
12638,1.5756386e+06,5.182046e+06,185.0624,0.5,cpt
12639,1.5756264e+06,5.182862e+06,185.77177,0.5,cpt
12640,1.5723312e+06,5.1831135e+06,203.05023,0.5,cpt
12641,1.5721866e+06,5.1817475e+06,179.21844,0.5,cpt
12642,1.5806728e+06,5.176022e+06,226.24323,0.5,cpt
12644,1.5745206e+06,5.175859e+06,177.9109,0.5,cpt
12645,1.5773016e+06,5.18451e+06,222.13399,0.5,cpt
12646,1.5685304e+06,5.1817385e+06,233.97467,0.5,cpt
12647,1.572094e+06,5.182821e+06,198.53465,0.5,cpt
12648,1.5704456e+06,5.179881e+06,212.13121,0.5,cpt
12650,1.5760664e+06,5.1843605e+06,187.37933,0.5,cpt
12652,1.569335e+06,5.183424e+06,141.267,0.5,cpt
12653,1.5727728e+06,5.181068e+06,196.41594,0.5,cpt
12654,1.570661e+06,5.180739e+06,179.89688,0.5,cpt
12655,1.5716365e+06,5.1785555e+06,160.01974,0.5,cpt
12656,1.5765466e+06,5.1848495e+06,183.52866,0.5,cpt
12659,1.5763821e+06,5.1823255e+06,182.16139,0.5,cpt
12660,1.568367e+06,5.1859835e+06,145.65796,0.5,cpt
12661,1.5751812e+06,5.183197e+06,175.18983,0.5,cpt
12662,1.576616e+06,5.182251e+06,192.65729,0.5,cpt
12663,1.5730686e+06,5.180999e+06,188.78969,0.5,cpt
12664,1.5750079e+06,5.184484e+06,206.57939,0.5,cpt
12665,1.5758378e+06,5.1832905e+06,180.03044,0.5,cpt
12666,1.576543e+06,5.186517e+06,195.07086,0.5,cpt
12667,1.5718769e+06,5.1843855e+06,195.78076,0.5,cpt
12668,1.5668256e+06,5.1772405e+06,163.77762,0.5,cpt
12669,1.766189e+06,5.916732e+06,124.395744,0.5,cpt
12670,1.767315e+06,5.907607e+06,148.34941,0.5,cpt
12671,1.764528e+06,5.919674e+06,163.74214,0.5,cpt
12672,1.772881e+06,5.882584e+06,143.2492,0.5,cpt
12673,1.5701114e+06,5.1764225e+06,144.00986,0.5,cpt
12674,1.5749895e+06,5.183285e+06,160.46799,0.5,cpt
12675,1.7553776e+06,5.912958e+06,125.82177,0.5,cpt
12676,1.7555176e+06,5.9131485e+06,124.63647,0.5,cpt
12677,1.7531474e+06,5.9177615e+06,183.89023,0.5,cpt
12678,1.7513768e+06,5.9136565e+06,182.1387,0.5,cpt
12679,1.7516095e+06,5.91362e+06,185.53886,0.5,cpt
12680,1.7527369e+06,5.9133785e+06,208.32207,0.5,cpt
12681,1.5704252e+06,5.1769315e+06,138.78569,0.5,cpt
12682,1.754001e+06,5.913733e+06,150.68884,0.5,cpt
12683,1.7540544e+06,5.91371e+06,138.9629,0.5,cpt
12684,1.5730252e+06,5.1809225e+06,204.89421,0.5,cpt
12685,1.5736609e+06,5.1822015e+06,203.55977,0.5,cpt
12686,1.5768759e+06,5.1831715e+06,194.74046,0.5,cpt
12687,1.5753228e+06,5.185751e+06,178.09169,0.5,cpt
12688,1.5704994e+06,5.176697e+06,180.80539,0.5,cpt
12689,1.746849e+06,5.971186e+06,142.2718,0.5,cpt
12690,1.746337e+06,5.969053e+06,120.75843,0.5,cpt
12692,1.5716628e+06,5.181134e+06,168.68962,0.5,cpt
12693,1.7500425e+06,5.9561805e+06,110.160286,0.5,cpt
12694,1.7494154e+06,5.9576815e+06,140.22122,0.5,cpt
12695,1.7466942e+06,5.9677255e+06,133.37602,0.5,cpt
12696,1.7463361e+06,5.9688795e+06,128.64929,0.5,cpt
12697,1.7461648e+06,5.9693e+06,149.2546,0.5,cpt
12698,1.746556e+06,5.9706805e+06,117.77129,0.5,cpt
12699,1.7499792e+06,5.9561655e+06,119.25837,0.5,cpt
12700,1.5750631e+06,5.183262e+06,189.95317,0.5,cpt
12701,1.5709665e+06,5.17802e+06,159.98956,0.5,cpt
12703,1.5752409e+06,5.1819025e+06,156.88235,0.5,cpt
12704,1.5747748e+06,5.1815215e+06,195.30176,0.5,cpt
12705,1.5707148e+06,5.1822385e+06,180.99773,0.5,cpt
12706,1.5714928e+06,5.182527e+06,143.1345,0.5,cpt
12707,1.758218e+06,5.90792e+06,145.45932,0.5,cpt
12708,1.75839e+06,5.907373e+06,124.88716,0.5,cpt
12709,1.5751782e+06,5.1912075e+06,185.77838,0.5,cpt
12710,1.7582752e+06,5.907356e+06,120.36522,0.5,cpt
12711,1.575186e+06,5.191317e+06,181.8762,0.5,cpt
12712,1.5752796e+06,5.1913375e+06,196.66106,0.5,cpt
12713,1.5723056e+06,5.1789035e+06,158.58012,0.5,cpt
12714,1.569637e+06,5.1774465e+06,160.47762,0.5,cpt
12715,1.5698108e+06,5.176343e+06,135.31596,0.5,cpt
12716,1.5692461e+06,5.1758375e+06,132.51166,0.5,cpt
12717,1.574793e+06,5.183663e+06,161.61638,0.5,cpt
12718,1.5797192e+06,5.177762e+06,180.9467,0.5,cpt
12719,1.5793435e+06,5.1785075e+06,184.8974,0.5,cpt
12720,1.5711346e+06,5.183228e+06,165.41226,0.5,cpt
12721,1.5710521e+06,5.180072e+06,151.9057,0.5,cpt
12722,1.5721224e+06,5.1820885e+06,148.32231,0.5,cpt
12723,1.572234e+06,5.177485e+06,170.16498,0.5,cpt
12724,1.5697339e+06,5.1819635e+06,170.06142,0.5,cpt
12725,1.5723546e+06,5.178799e+06,169.14345,0.5,cpt
12726,1.575466e+06,5.1832155e+06,185.55936,0.5,cpt
12727,1.5666609e+06,5.177337e+06,139.17612,0.5,cpt
12728,1.5755665e+06,5.185816e+06,187.2842,0.5,cpt
12729,1.7516605e+06,5.423239e+06,198.90305,0.5,cpt
12730,1.7517232e+06,5.423132e+06,165.45297,0.5,cpt
12731,1.7516734e+06,5.423221e+06,197.41124,0.5,cpt
12732,1.7516524e+06,5.4232095e+06,233.29333,0.5,cpt
12733,1.7516821e+06,5.42319e+06,211.04616,0.5,cpt
12734,1.7516535e+06,5.4232425e+06,211.0946,0.5,cpt
12735,1.7516172e+06,5.4232325e+06,197.5869,0.5,cpt
12736,1.571401e+06,5.181996e+06,144.28743,0.5,cpt
12737,1.5718641e+06,5.184444e+06,209.06804,0.5,cpt
12738,1.7487459e+06,5.4266075e+06,127.09235,0.5,cpt
12739,1.5755794e+06,5.20412e+06,207.12755,0.5,cpt
12740,1.7488771e+06,5.426604e+06,140.82314,0.5,cpt
12741,1.7489709e+06,5.4265275e+06,263.72107,0.5,cpt
12742,1.7490161e+06,5.426534e+06,147.86116,0.5,cpt
12743,1.7516531e+06,5.4232905e+06,185.18628,0.5,cpt
12744,1.5678019e+06,5.1802025e+06,160.72737,0.5,cpt
12745,1.817513e+06,5.527863e+06,180.5961,0.5,cpt
12746,1.8179086e+06,5.5269315e+06,149.42686,0.5,cpt
12747,1.822364e+06,5.534055e+06,200.56801,0.5,cpt
12748,1.8221769e+06,5.534449e+06,188.95244,0.5,cpt
12749,1.822853e+06,5.534698e+06,200.44916,0.5,cpt
12750,1.823048e+06,5.5350685e+06,215.67448,0.5,cpt
12751,1.8235e+06,5.534732e+06,208.15207,0.5,cpt
12752,1.8232712e+06,5.535053e+06,210.5625,0.5,cpt
12753,1.8236312e+06,5.535512e+06,200.60886,0.5,cpt
12754,1.8231605e+06,5.5354905e+06,164.21439,0.5,cpt
12755,1.7590525e+06,5.4337485e+06,215.116,0.5,cpt
12756,1.573907e+06,5.186047e+06,207.01999,0.5,cpt
12757,1.5744611e+06,5.182686e+06,219.18964,0.5,cpt
12758,1.5774204e+06,5.182471e+06,236.33885,0.5,cpt
12759,1.7590749e+06,5.4337645e+06,214.7659,0.5,cpt
12760,1.5627659e+06,5.169159e+06,201.74684,0.5,cpt
12761,1.5696558e+06,5.1763505e+06,194.96654,0.5,cpt
12762,1.5737378e+06,5.17689e+06,166.17653,0.5,cpt
12763,1.5712534e+06,5.182333e+06,135.60463,0.5,cpt
12764,1.748319e+06,5.421644e+06,177.67323,0.5,cpt
12765,1.7543881e+06,5.445054e+06,138.55801,0.5,cpt
12766,1.7495968e+06,5.429804e+06,140.78447,0.5,cpt
12767,1.749504e+06,5.429782e+06,146.50917,0.5,cpt
12768,1.756426e+06,5.4345225e+06,149.82365,0.5,cpt
12769,1.950783e+06,5.791911e+06,168.3615,0.5,cpt
12770,1.951418e+06,5.792189e+06,163.68979,0.5,cpt
12771,1.5750426e+06,5.182993e+06,161.36473,0.5,cpt
12772,1.950796e+06,5.79186e+06,174.60011,0.5,cpt
12773,1.950965e+06,5.791837e+06,158.11531,0.5,cpt
12774,1.5710174e+06,5.180874e+06,217.11073,0.5,cpt
12775,1.571914e+06,5.181518e+06,212.06976,0.5,cpt
12776,1.5713412e+06,5.1814405e+06,199.57466,0.5,cpt
12777,1.567279e+06,5.181493e+06,177.51732,0.5,cpt
12778,1.5718629e+06,5.181792e+06,154.61365,0.5,cpt
12779,1.5704592e+06,5.1827885e+06,164.45999,0.5,cpt
12780,1.5727101e+06,5.1864565e+06,221.86838,0.5,cpt
12781,1.5725332e+06,5.1862945e+06,207.2163,0.5,cpt
12782,1.795415e+06,5.826184e+06,179.35475,0.5,cpt
12783,1.79825e+06,5.824776e+06,158.66202,0.5,cpt
12784,1.80172e+06,5.822384e+06,161.11125,0.5,cpt
12785,1.803266e+06,5.81978e+06,158.05637,0.5,cpt
12786,1.805585e+06,5.816311e+06,150.2549,0.5,cpt
12787,1.806033e+06,5.811999e+06,177.75162,0.5,cpt
12788,1.802595e+06,5.821135e+06,143.02701,0.5,cpt
12789,1.80675e+06,5.81315e+06,177.65656,0.5,cpt
12790,1.806196e+06,5.81199e+06,183.45079,0.5,cpt
12791,1.806045e+06,5.812137e+06,180.17345,0.5,cpt
12792,1.798045e+06,5.825113e+06,192.21419,0.5,cpt
12793,1.798378e+06,5.824693e+06,216.06711,0.5,cpt
12794,1.798409e+06,5.82331e+06,167.70335,0.5,cpt
12795,1.801691e+06,5.822519e+06,171.79657,0.5,cpt
12796,1.805625e+06,5.816342e+06,147.42453,0.5,cpt
12797,1.806024e+06,5.814963e+06,155.31512,0.5,cpt
12798,1.807107e+06,5.813799e+06,169.1318,0.5,cpt
12799,1.805677e+06,5.815879e+06,153.44254,0.5,cpt
12800,1.800873e+06,5.822847e+06,167.12776,0.5,cpt
12801,1.802371e+06,5.82154e+06,149.53673,0.5,cpt
12802,1.8006051e+06,5.822928e+06,157.05995,0.5,cpt
12803,1.8022452e+06,5.821819e+06,144.75026,0.5,cpt
12804,1.8032368e+06,5.819725e+06,156.71233,0.5,cpt
12805,1.8056491e+06,5.816713e+06,151.32185,0.5,cpt
12806,1.805937e+06,5.811685e+06,181.98473,0.5,cpt
12807,1.7987238e+06,5.824185e+06,124.80214,0.5,cpt
12808,1.7984928e+06,5.824446e+06,173.15558,0.5,cpt
12809,1.8017531e+06,5.8224195e+06,150.4731,0.5,cpt
12810,1.8051875e+06,5.81721e+06,144.14433,0.5,cpt
12811,1.8068639e+06,5.813313e+06,166.55466,0.5,cpt
12812,1.798473e+06,5.824502e+06,164.92209,0.5,cpt
12813,1.5696152e+06,5.186551e+06,139.22359,0.5,cpt
12816,1.748946e+06,5.4251445e+06,174.41277,0.5,cpt
12817,1.5748605e+06,5.182709e+06,176.67819,0.5,cpt
12818,1.576741e+06,5.182202e+06,192.79103,0.5,cpt
12819,1.574723e+06,5.182993e+06,177.54971,0.5,cpt
12820,1.5794794e+06,5.17824e+06,190.44885,0.5,cpt
12821,1.575892e+06,5.183266e+06,172.11798,0.5,cpt
12822,1.5748256e+06,5.1820645e+06,184.99722,0.5,cpt
12823,1.578836e+06,5.1771335e+06,180.56886,0.5,cpt
12824,1.5744126e+06,5.1835115e+06,200.73308,0.5,cpt
12825,1.5739082e+06,5.1822265e+06,196.64354,0.5,cpt
12827,1.5772666e+06,5.1831905e+06,209.68088,0.5,cpt
12828,1.575364e+06,5.191181e+06,201.45589,0.5,cpt
12829,1.5751414e+06,5.1820795e+06,183.10751,0.5,cpt
12831,1.5755326e+06,5.182526e+06,181.57191,0.5,cpt
12832,1.5745815e+06,5.178397e+06,162.45776,0.5,cpt
12833,1.574419e+06,5.183747e+06,199.77017,0.5,cpt
12834,1.576178e+06,5.185499e+06,188.6635,0.5,cpt
12835,1.576405e+06,5.1855715e+06,194.62747,0.5,cpt
12836,1.5764329e+06,5.1857125e+06,200.40959,0.5,cpt
12837,1.5767006e+06,5.18574e+06,194.65276,0.5,cpt
12838,1.5743441e+06,5.183849e+06,200.41878,0.5,cpt
12839,1.5760966e+06,5.1857965e+06,189.07767,0.5,cpt
12840,1.5749828e+06,5.18109e+06,189.82582,0.5,cpt
12842,1.5767889e+06,5.1851805e+06,199.24239,0.5,cpt
12843,1.5727205e+06,5.1808195e+06,224.40608,0.5,cpt
12844,1.571493e+06,5.180764e+06,188.89867,0.5,cpt
12845,1.574327e+06,5.184788e+06,193.28055,0.5,cpt
12847,1.5736795e+06,5.180307e+06,203.48552,0.5,cpt
12848,1.572372e+06,5.181445e+06,170.82225,0.5,cpt
12849,1.5723121e+06,5.1773285e+06,169.83092,0.5,cpt
12852,1.5757491e+06,5.181404e+06,192.9604,0.5,cpt
12853,1.5746291e+06,5.1848875e+06,219.81305,0.5,cpt
12854,1.5715836e+06,5.1816545e+06,154.72646,0.5,cpt
12856,1.5697695e+06,5.183354e+06,146.6397,0.5,cpt
12858,1.5704844e+06,5.1765e+06,181.58751,0.5,cpt
12859,1.570212e+06,5.178173e+06,185.71361,0.5,cpt
12861,1.5702152e+06,5.1781125e+06,266.05978,0.5,cpt
12863,1.5764774e+06,5.181255e+06,212.59258,0.5,cpt
12864,1.5760099e+06,5.1861465e+06,189.54529,0.5,cpt
12865,1.5726315e+06,5.1783765e+06,165.13853,0.5,cpt
12866,1.5760932e+06,5.196002e+06,180.3461,0.5,cpt
12867,1.5684202e+06,5.205251e+06,182.5079,0.5,cpt
12868,1.5713632e+06,5.1954305e+06,151.35596,0.5,cpt
12869,1.5743625e+06,5.175972e+06,147.04938,0.5,cpt
12870,1.5726168e+06,5.182282e+06,197.55226,0.5,cpt
12871,1.5748971e+06,5.2041635e+06,235.91861,0.5,cpt
12872,1.5698404e+06,5.179199e+06,147.88191,0.5,cpt
12873,1.5693086e+06,5.1822545e+06,163.93547,0.5,cpt
12874,1.5716374e+06,5.179537e+06,160.89215,0.5,cpt
12875,1.5703088e+06,5.180634e+06,126.43834,0.5,cpt
12876,1.5692652e+06,5.1854095e+06,134.92894,0.5,cpt
12877,1.5681408e+06,5.179464e+06,143.4961,0.5,cpt
12878,1.5682835e+06,5.180114e+06,179.82697,0.5,cpt
12879,1.5704268e+06,5.179811e+06,217.46356,0.5,cpt
12880,1.5709874e+06,5.1845015e+06,158.07143,0.5,cpt
12881,1.5736222e+06,5.181938e+06,184.92155,0.5,cpt
12882,1.5707375e+06,5.1844715e+06,159.84921,0.5,cpt
12883,1.5681206e+06,5.1790485e+06,160.36212,0.5,cpt
12885,1.5648342e+06,5.165489e+06,186.02255,0.5,cpt
12887,1.5677178e+06,5.180236e+06,174.69489,0.5,cpt
12888,1.574339e+06,5.185728e+06,163.87822,0.5,cpt
12889,1.4512719e+06,5.297111e+06,176.59348,0.5,cpt
12890,1.5742411e+06,5.185738e+06,164.76149,0.5,cpt
12891,1.574338e+06,5.185755e+06,171.23985,0.5,cpt
12892,1.574323e+06,5.185881e+06,201.97903,0.5,cpt
12893,1.574447e+06,5.185866e+06,200.01349,0.5,cpt
12894,1.5747309e+06,5.185809e+06,195.12518,0.5,cpt
12895,1.576167e+06,5.184207e+06,189.38336,0.5,cpt
12896,1.569987e+06,5.179363e+06,128.652,0.5,cpt
12897,1.5706665e+06,5.1805335e+06,189.84517,0.5,cpt
12898,1.5701665e+06,5.182706e+06,194.40729,0.5,cpt
12899,1.5702614e+06,5.1808045e+06,172.42561,0.5,cpt
12901,1.5709595e+06,5.180448e+06,114.87579,0.5,cpt
12902,1.5702938e+06,5.180239e+06,131.53738,0.5,cpt
12903,1.5763996e+06,5.1857975e+06,197.40321,0.5,cpt
12904,1.574217e+06,5.1779575e+06,228.11855,0.5,cpt
12905,1.576327e+06,5.1824965e+06,184.9337,0.5,cpt
12906,1.5721868e+06,5.177142e+06,159.91026,0.5,cpt
12907,1.5707832e+06,5.1824485e+06,169.58806,0.5,cpt
12908,1.5689652e+06,5.1830205e+06,160.04851,0.5,cpt
12909,1.5727679e+06,5.1969425e+06,174.0601,0.5,cpt
12910,1.5765995e+06,5.185137e+06,188.40108,0.5,cpt
12911,1.5764499e+06,5.1793725e+06,230.95572,0.5,cpt
12912,1.5742344e+06,5.176216e+06,143.56969,0.5,cpt
12913,1.5685496e+06,5.1791705e+06,181.63087,0.5,cpt
12914,1.5679806e+06,5.1845925e+06,183.18388,0.5,cpt
12915,1.379579e+06,4.904506e+06,188.94522,0.5,cpt
12916,1.377993e+06,4.903155e+06,179.8391,0.5,cpt
12917,1.3771702e+06,4.904801e+06,162.0229,0.5,cpt
12918,1.3774989e+06,4.9056685e+06,101.69735,0.5,cpt
12919,1.3771052e+06,4.907171e+06,112.386856,0.5,cpt
12920,1.3765848e+06,4.9086545e+06,126.94578,0.5,cpt
12921,1.573452e+06,5.179767e+06,188.96352,0.5,cpt
12922,1.5719542e+06,5.1794555e+06,155.82536,0.5,cpt
12923,1.571449e+06,5.20495e+06,171.66542,0.5,cpt
12925,1.572419e+06,5.178523e+06,178.32164,0.5,cpt
12926,1.5724656e+06,5.1867655e+06,192.53969,0.5,cpt
12927,1.5711344e+06,5.183227e+06,165.41228,0.5,cpt
12928,1.5740684e+06,5.1765495e+06,150.2892,0.5,cpt
12929,1.5739854e+06,5.1767265e+06,177.16759,0.5,cpt
12930,1.5731909e+06,5.1789685e+06,164.6692,0.5,cpt
12931,1.5722849e+06,5.176367e+06,158.75781,0.5,cpt
12932,1.5716832e+06,5.176881e+06,146.03267,0.5,cpt
12933,1.571665e+06,5.177049e+06,149.61826,0.5,cpt
12934,1.5717294e+06,5.177342e+06,172.69281,0.5,cpt
12935,1.5723962e+06,5.177447e+06,161.34299,0.5,cpt
12936,1.572299e+06,5.1770415e+06,144.47946,0.5,cpt
12937,1.5706842e+06,5.177577e+06,161.80626,0.5,cpt
12938,1.5742602e+06,5.1786915e+06,200.48056,0.5,cpt
12939,1.5709569e+06,5.177478e+06,156.191,0.5,cpt
12941,1.5741339e+06,5.177833e+06,170.13628,0.5,cpt
12942,1.5631895e+06,5.165565e+06,149.16742,0.5,cpt
12943,1.5640485e+06,5.1659315e+06,144.44,0.5,cpt
12944,1.5741115e+06,5.181531e+06,171.68695,0.5,cpt
12945,1.5723128e+06,5.181114e+06,203.73941,0.5,cpt
12946,1.5744115e+06,5.1816885e+06,177.15137,0.5,cpt
12947,1.5732492e+06,5.177719e+06,162.20065,0.5,cpt
12948,1.5739596e+06,5.1815775e+06,179.9428,0.5,cpt
12949,1.5767126e+06,5.185056e+06,178.6866,0.5,cpt
12950,1.5721531e+06,5.177558e+06,223.20425,0.5,cpt
12951,1.5720534e+06,5.180913e+06,184.66335,0.5,cpt
12952,1.385394e+06,4.917325e+06,164.41014,0.5,cpt
12953,1.567827e+06,5.186444e+06,168.5058,0.5,cpt
12954,1.567822e+06,5.186285e+06,185.3614,0.5,cpt
12955,1.56801e+06,5.186268e+06,167.8407,0.5,cpt
12956,1.568123e+06,5.186175e+06,190.71503,0.5,cpt
12957,1.5744335e+06,5.182346e+06,151.48131,0.5,cpt
12958,1.571501e+06,5.196948e+06,178.93968,0.5,cpt
12959,1.57343e+06,5.181962e+06,182.67897,0.5,cpt
12960,1.569215e+06,5.188349e+06,214.19868,0.5,cpt
12961,1.572325e+06,5.179042e+06,153.77634,0.5,cpt
12962,1.5739744e+06,5.1772375e+06,183.15797,0.5,cpt
12963,1.573437e+06,5.188858e+06,185.5359,0.5,cpt
12964,1.575811e+06,5.183266e+06,189.75629,0.5,cpt
12965,1.5701599e+06,5.1786725e+06,173.58948,0.5,cpt
12966,1.5720521e+06,5.178279e+06,149.13257,0.5,cpt
12967,1.570983e+06,5.1789335e+06,137.785,0.5,cpt
12968,1.5710226e+06,5.1789355e+06,144.40637,0.5,cpt
12969,1.5702519e+06,5.177663e+06,137.38339,0.5,cpt
12970,1.5747609e+06,5.1820065e+06,184.3061,0.5,cpt
12972,1.575334e+06,5.184385e+06,229.29643,0.5,cpt
12973,1.6800051e+06,5.405362e+06,191.28542,0.5,cpt
12975,1.5702375e+06,5.1805005e+06,170.64442,0.5,cpt
12976,1.57547e+06,5.184374e+06,219.14711,0.5,cpt
12977,1.5727802e+06,5.177711e+06,160.48253,0.5,cpt
12978,1.7542052e+06,5.914834e+06,144.86221,0.5,cpt
12979,1.753381e+06,5.913054e+06,165.82967,0.5,cpt
12980,1.5746692e+06,5.181742e+06,176.67297,0.5,cpt
12981,1.568749e+06,5.182898e+06,220.07474,0.5,cpt
12982,1.807141e+06,5.814616e+06,175.03728,0.5,cpt
12983,1.800326e+06,5.810303e+06,144.66753,0.5,cpt
12984,1.684217e+06,5.4013595e+06,197.80833,0.5,cpt
12985,1.5706016e+06,5.1796075e+06,221.95001,0.5,cpt
12986,1.5803532e+06,5.1761935e+06,205.60399,0.5,cpt
12987,1.566151e+06,5.1734e+06,153.8663,0.5,cpt
12988,1.566188e+06,5.173269e+06,170.82283,0.5,cpt
12989,1.566114e+06,5.173162e+06,180.65129,0.5,cpt
12990,1.570405e+06,5.182752e+06,223.23735,0.5,cpt
12991,1.5620295e+06,5.1697015e+06,155.19145,0.5,cpt
12992,1.5729531e+06,5.17675e+06,149.46068,0.5,cpt
