"","index","easting","northing","slp09c","slp30c"
"622",33696,2450360.99789827,5824812.70819195,0.113596514205142,0.0584341216233659
"623",49392,2063228.08500634,5505201.54951431,0.243654600815342,0.061299713429118
"624",24120,2716385.30384682,5996636.58418507,0.00903019130349294,0.00768218427938787
"625",39819,2383055.30144259,5708182.97388422,0.0101840755507159,0.0102814905326308
"626",26864,2454149.26686135,5933894.93648765,0.0124277250384836,0.0156291662603354
"627",39693,2276216.0356888,5714932.99260055,0.242172579056549,0.22018206012327
"628",39693,2276042.44324901,5715292.08539434,0.308976751860908,0.150778732504495
"629",42011,2209145.46521927,5657300.24659364,0.0838889785083543,0.071416743963523
"630",38648,2486701.17042439,5738733.8537352,0.133135157505979,0.0427117008406353
"631",25695,2588827.38775625,5966154.43172739,0.000606750714655392,0.000473985024229177
"632",24926,2662231.07981856,5986405.1236394,0.0475615336822908,0.0151374580142612
"633",20771,2652349.623705,5996488.57369024,0.0735787910443703,NA
"634",24500,2652886.30753759,5992088.38504646,0.0740678433515702,0.0593252366828129
"635",48618,2127718.02286628,5526606.64222005,0.154305018391904,0.213990073765104
"636",7473,2754033.70525875,6372562.92485467,0.00208160418941289,0.00266599027878809
"637",18140,2748929.62033728,6151530.6515666,0.112725592659538,0.0467299692620871
"638",38955,2507899.36627406,5730009.76317355,NA,0.0639602280109332
"639",29651,2531293.33575722,5902094.35779509,0.0603078793438708,0.084730455141726
"640",37787,2479412.4860239,5740814.77288867,0.00193091553895602,0.00140313927920355
"641",50152,2138997.68410272,5493733.26596602,0.00618830132237342,0.00984606734556031
"642",23230,2510786.18367621,6009111.49827793,0.00261664363503393,0.00323693707692933
"643",37787,2481078.87127647,5745280.14840972,0.00134352835179957,0.00118126640122112
"644",39330,2482104.55218436,5722317.87428719,0.147473898594444,0.0648246766322002
"645",37787,2474370.12623584,5743922.49844766,0.00318566246256529,0.00377490744674143
"646",20990,2727992.60987266,6057442.38495605,0.0815385314608656,0.00294468669690093
"647",39356,2381240.1111344,5721313.28686198,0.0219339279391154,0.0166118107298502
"648",44580,2107945.09692447,5602581.00479827,0.105030742724014,0.233582781447718
"649",44580,2107874.83820539,5602612.28710948,0.105030742724014,0.233582781447718
"650",38393,2402271.66690174,5737393.31913871,0.0203000040633253,0.0162881427088295
"651",14432,2843360.50743388,6254148.21275492,0.244121010978132,0.120643131818037
"652",38667,2487850.82941732,5735828.82311981,0.0996913127434815,0.0881985594158347
"653",16776,2747045.4241759,6196108.57748746,0.0564055136511966,0.0163296249749268
"654",9204,2832941.33510522,6364912.52538979,0.087845006279349,0.0217006313052725
"655",11925,2905795.33614845,6308829.37532299,0.13551097142453,0.014898066147188
"656",7971,2978813.77387428,6390643.86306972,0.054169129342997,0.0264655468301154
"657",16991,2843078.02637973,6185666.04394161,0.00130028891397313,0.000614908702590461
"658",17141,2847013.79053533,6183308.4497727,0.0459065226655278,0.0210491904241265
"659",37940,2488287.77936825,5744475.62030006,NA,NA
"660",22898,2673838.58208656,5998664.09905428,0.0180136392888888,0.0768503164560956
"661",24449,2533756.72976334,5992839.54164947,0.0134317394010712,0.021481383747506
"662",17153,2843284.1360381,6182360.38351332,0.0041191699256595,0.00137787710335083
"663",17153,2845020.89313429,6181369.85464472,0.0023972829021716,0.00230131187029756
"664",24516,2532960.78353354,5990961.89955155,0.1246258576902,0.0579933526563653
"665",20771,2662702.9923546,5995598.00659375,0.0769568035505951,0.0409961832959891
"666",17151,2846683.19194735,6183604.13382091,0.0590627652250468,0.00724527297601455
"667",24288,2533185.15988174,5993324.4506546,0.0547651740566457,0.0184903183051425
"668",26431,2695770.3021634,5956790.99435532,0.231963778063241,0.0916079752416229
"669",37788,2487203.42315973,5745742.24776017,0.00111315225948297,0.000438492842486403
"670",23779,2541809.13471272,5998780.50590768,0.242414377736834,0.0800864987836417
"671",15224,2602954.56321141,6237500.89177967,0.0137161116802762,0.0177991252792501
"672",41194,2162132.89306523,5681050.51776567,NA,0.0663801327356458
"673",17141,2846746.72421892,6183187.93388569,0.0688289814639359,0.0210491904241265
"674",26463,2696235.67662523,5955155.71456522,0.216507174921045,0.137225365194972
"675",54627,2155670.4654832,5392378.39705241,0.00416655161978793,0.00196925239493404
"676",46186,2350109.9328305,5565578.33225907,0.0257565444895524,0.0260241436932169
"677",43894,2324401.71757325,5571102.71107782,0.112439517504845,0.0347276853573813
"678",37787,2482529.94120628,5751371.85024342,0.0022493497334299,0.00138469483548879
"679",9904,2886654.90342598,6345313.74576139,0.00340421269310588,0.0037435489394783
"680",16573,2583622.80874036,6194689.44656973,0.0130593186799763,0.0110939572001456
"681",37787,2482886.43203004,5738975.21555457,0.00723863233153093,0.0327531252806079
"682",51232,2323394.82634084,5477634.39220798,0.185909165129358,0.0544566690627273
"683",16746,2717743.93934987,6195798.36758038,0.0158395088491106,0.0161144773400165
"684",21387,2690993.20228057,6047958.42280958,0.00751896802117355,0.00593766333899971
"685",37443,2432013.92703115,5764166.2630333,0.0115162352449826,0.0133801532085026
"686",22052,2678864.50362047,6030535.48235572,0.00514827129840228,0.0183313333945638
"687",38667,2489873.79904074,5737698.71966408,0.146142101993654,0.0720028643757139
"688",40549,2368192.68201038,5696684.09815091,0.0291404449938925,0.0858220163442776
"689",20771,2664960.419575,6005941.34179685,0.0209945921986996,0.0306296842688263
"690",20204,2816942.61221157,6094140.44633497,0.0147302711527718,0.0215433744422471
"691",24114,2667553.51578113,5996332.09433591,0.00892296499271187,0.0438207356444045
"692",23377,2669590.31479684,5993162.10839453,NA,NA
"693",23377,2669570.80932851,5993224.42576188,NA,NA
"694",24261,2659629.25052134,5991724.15686154,NA,0.0582433815908497
"695",41909,2281955.66726132,5664602.23313605,0.0423083966840021,0.0105947069311738
"696",20318,2731472.37365434,6091953.81446575,0.00353953796698006,0.00380549516355039
"697",18855,2730198.38824144,6090446.12064796,0.00183423167359051,0.00199293161373048
"698",20200,2733752.37530088,6093960.85886885,0.00900981648057926,0.00628367607951835
"699",23324,2663767.66782904,6007470.8674336,0.0729366309182801,0.0879946699984556
"700",23268,2664389.44681946,6006742.02551057,0.0105075474473737,0.0310240115639716
"701",24261,2658661.5473199,5991218.40750122,0.301143036007435,0.0793731662473167
"702",37787,2478217.54893287,5745992.71257324,0.00501951580918723,0.00352128305656472
"703",24313,2672078.30436585,5993510.37774242,0.0325240959393752,0.0353405112612636
"704",37787,2484366.97697187,5742356.01004003,0.00300402632718872,0.000716869696821883
"705",22898,2665953.23150233,5996536.67257021,0.180259804967846,0.0821931755826908
"706",10614,2971173.04929047,6334458.55563842,0.0814449727798856,0.0325095255208941
"707",24114,2667090.36547664,5996315.42503122,0.013215576919945,0.060329537390145
"708",20771,2663287.51565254,6007202.11328475,0.121273791198036,0.0879946699984556
"709",19209,2839516.56586137,6123478.52307977,0.0590476119554342,0.0136562019377712
"710",19209,2839524.7288473,6123371.46268225,0.0590476119554342,0.0136562019377712
"711",53794,2022233.26154111,5430285.39335843,0.145398759931671,0.0563228181527919
"712",24557,2595698.15001358,5991404.57959514,0.00603183765997269,0.0325280119334826
"713",21611,2470267.16187228,6042228.45848658,0.14046186279902,0.0717843379742609
"714",46401,2168344.96834687,5566103.92092993,0.108455483389929,0.113739774954685
"715",38648,2488410.69171557,5738801.28634195,NA,0.041567320293687
