"","polygon","easting","northing","v30","terrain","slp09c","slp30c","MVN_Vs30_NZGD00_allNZ_AhdiAK_noQ3_hyb09c_noisyT_minDist0.0km_v6_crp1.5","MVN_Vs30_NZGD00_allNZ_YongCA_noQ3_noisyT_minDist0.0km_v7_crp1.5","MVN_stDv_NZGD00_allNZ_AhdiAK_noQ3_hyb09c_noisyT_minDist0.0km_v6_crp1.5","MVN_stDv_NZGD00_allNZ_YongCA_noQ3_noisyT_minDist0.0km_v7_crp1.5","IwahashiPike_NZ_100m_16","gid_aak_n3_h9c"
"115",37788,1576173.34276748,5184283.81376528,185.181758,"EolianUncemented",0.0027365763620537,0.000528306740003296,183.889282226562,190.338562011719,0.138117358088493,0.127544045448303,15,"09_beachBarDune"
"116",37788,1577086.69618334,5184273.32607944,198.972557,"EolianUncemented",0.00112765630786533,0.000438492842486403,192.573928833008,201.15495300293,0.122427873313427,0.109119400382042,15,"09_beachBarDune"
"117",37788,1577648.13314246,5184640.56862025,205.020105,"EolianUncemented",0.00416242033158903,0.000702950694920437,194.32470703125,203.156661987305,0.144189223647118,0.131484359502792,15,"09_beachBarDune"
"118",37787,1563017.39391367,5183241.43027009,205.540711,"Alluvial",0.0053983492269473,0.00431892454556558,221.151596069336,216.028793334961,0.136800825595856,0.142730161547661,16,"13_floodplain"
"119",37787,1567063.4970463,5182737.41882184,217.570783,"Alluvial",0.00434025128154137,0.00314219669943216,210.105697631836,211.799697875977,0.123393833637238,0.131660714745522,16,"13_floodplain"
"120",37787,1568056.34229519,5183148.60220987,189.98212,"Alluvial",0.00138088531402926,0.00316183753151774,190.871887207031,191.726867675781,0.12622532248497,0.134238824248314,16,"13_floodplain"
"121",37787,1569038.12900382,5183283.38977792,175.010199,"Alluvial",0.00354832937475391,0.00252132146706033,181.31982421875,181.57698059082,0.128334179520607,0.137415423989296,16,"13_floodplain"
"122",37787,1569931.0218274,5183304.83744117,175.461227,"Alluvial",0.00258512011665564,0.00193846331812572,180.401626586914,179.591583251953,0.127637505531311,0.136253163218498,15,"13_floodplain"
"123",37787,1571126.69519595,5183304.97092938,181.435097,"Alluvial",0.00110512248227068,0.00118126640122112,180.239852905273,179.275573730469,0.119401089847088,0.1278907507658,15,"13_floodplain"
"124",37787,1572011.00949072,5183256.27396982,179.675597,"Alluvial",0.000984074006050532,0.00121841632180975,184.762908935547,184.94401550293,0.117383778095245,0.127882599830627,16,"13_floodplain"
"125",37787,1572949.82051949,5183603.03155549,198.222481,"Alluvial",0.00190208262686876,0.001128491443848,198.496505737305,199.834503173828,0.119377739727497,0.13077637553215,16,"13_floodplain"
"126",37787,1573932.56983569,5183258.44246247,179.888544,"Alluvial",0.00198782657706219,0.000627745880874061,188.008911132812,187.01481628418,0.121317259967327,0.129849940538406,15,"13_floodplain"
"127",37787,1575098.81582494,5183230.52170901,168.288125,"Alluvial",0.000118563061775954,0.000180976653933748,183.574279785156,182.486892700195,0.122484937310219,0.132172822952271,15,"13_floodplain"
"128",37787,1576051.06256331,5183310.72143723,197.126434,"Alluvial",0.00100378802321643,9.4084251491147e-05,194.606338500977,194.309799194336,0.112993910908699,0.120608597993851,15,"13_floodplain"
"129",37788,1577035.09817063,5183234.63362726,185.68855,"EolianUncemented",0.000665995949446663,0.000375592123337239,185.141677856445,191.378646850586,0.138810887932777,0.13373926281929,15,"09_beachBarDune"
"131",37787,1563146.70187536,5182506.86045559,225.384591,"Alluvial",0.00381343068783807,0.00427439299419526,221.288284301758,218.849273681641,0.136893257498741,0.143065050244331,16,"13_floodplain"
"132",37787,1565314.7870073,5182098.45331462,196.902459,"Alluvial",0.0035640156371106,0.00333181023709702,215.775634765625,213.188110351562,0.133563652634621,0.142328172922134,16,"13_floodplain"
"133",37787,1566241.6895116,5182209.8833021,194.066299,"Alluvial",0.0045421207419102,0.00324291824405783,208.583023071289,207.427108764648,0.128210619091988,0.137287735939026,16,"13_floodplain"
"134",37787,1566951.4318078,5182381.30175553,234.884105,"Alluvial",0.00442747914661846,0.00314219669943216,214.323638916016,214.384262084961,0.122832462191582,0.131553009152412,15,"13_floodplain"
"135",37787,1568236.84710602,5182065.34611601,209.395548,"Alluvial",0.00125227758954887,0.00163348325015069,199.030258178711,199.428833007812,0.125461176037788,0.133829697966576,15,"13_floodplain"
"136",37787,1569000.11633085,5182221.29038197,175.159661,"Alluvial",0.00192688882249706,0.00157612191065429,184.730163574219,185.411437988281,0.129401966929436,0.139558881521225,16,"13_floodplain"
"137",37787,1570016.86791952,5181984.87450906,181.909688,"Alluvial",0.00287805200527013,0.00227513804296127,181.556228637695,180.634857177734,0.127146363258362,0.136405408382416,15,"13_floodplain"
"138",38415,1571062.55093136,5182234.78857111,192.484385,"Marsh",0.00119447910957964,0.0019792879821927,177.499282836914,186.736907958984,0.161773175001144,0.135099172592163,16,"01_peat"
"139",37787,1572071.85287843,5182266.80542094,193.920519,"Alluvial",0.00254669041425203,0.00151299415605925,190.698486328125,190.314834594727,0.125220730900764,0.134123489260674,16,"13_floodplain"
"140",37787,1573051.92538352,5182262.85455259,194.364532,"Alluvial",0.00125125644364131,0.000870928378615678,191.107131958008,192.301208496094,0.122006386518478,0.131402254104614,16,"13_floodplain"
"141",37787,1574117.68373326,5182184.89449108,174.838146,"Alluvial",0.000341393615500325,0.000425224167460667,184.411926269531,183.736877441406,0.121254704892635,0.130659058690071,15,"13_floodplain"
"142",37787,1575020.48197938,5182221.40352189,186.095747,"Alluvial",0.00302120724779522,0.000890862901390586,186.987411499023,187.18293762207,0.120673760771751,0.129979014396667,15,"13_floodplain"
"143",38376,1576047.06910587,5182246.56916253,190.128925,"EolianUncemented",0.00164455976834837,0.00101127456105122,187.475677490234,189.594039916992,0.13383124768734,0.13115006685257,15,"09_beachBarDune"
"144",38402,1577027.63217815,5182297.71198573,175.561848,"Other",0.00230259228713686,0.000928695707204503,170.99382019043,185.358749389648,0.180038154125214,0.138786375522614,15,"05_fluvialEstuarine"
"145",37788,1578147.2593387,5182238.65146736,194.353912,"EolianUncemented",0.0018177041573728,0.000794303699208444,189.246109008789,194.097900390625,0.147636950016022,0.140172973275185,15,"09_beachBarDune"
"147",37787,1566237.33835507,5181165.78293114,205.023852,"Alluvial",0.00352349732596284,0.00386552528805419,211.220626831055,211.090438842773,0.120142459869385,0.128748565912247,16,"13_floodplain"
"148",37787,1567040.7221843,5181095.73909242,209.740272,"Alluvial",0.00241006752877353,0.00274222508467808,201.106704711914,200.676513671875,0.126570031046867,0.136003941297531,15,"13_floodplain"
"149",37787,1568018.6789738,5181253.90268461,201.100709,"Alluvial",0.00106770361274661,0.00163348325015069,195.487167358398,196.895248413086,0.124481528997421,0.133908241987228,16,"13_floodplain"
"150",37787,1569094.56261584,5181215.41453775,212.459856,"Alluvial",0.000819758793696302,0.000741127213726809,193.789749145508,194.872344970703,0.122070804238319,0.132314160466194,15,"13_floodplain"
"151",37787,1570023.08150778,5181175.08128811,178.225824,"Alluvial",0.0100549950465994,0.0032181989639882,177.569152832031,178.109146118164,0.111666858196259,0.122456513345242,16,"13_floodplain"
"152",38415,1570998.63394076,5181325.75370896,178.190477,"Marsh",0.0148816549184847,0.00409038086294305,166.088714599609,175.956069946289,0.164297804236412,0.127610474824905,16,"01_peat"
"153",37787,1572098.669571,5181343.91074349,184.152881,"Alluvial",0.00185914260199966,0.00274430533766427,189.67707824707,185.337982177734,0.126591935753822,0.136295154690742,15,"13_floodplain"
"154",38447,1573141.76634689,5181329.46773876,166.535565,"EolianUncemented",0.00107380938339455,0.000635733197358071,176.069747924805,181.349746704102,0.140347585082054,0.13554510474205,16,"09_beachBarDune"
"155",37787,1574013.2295799,5181310.31065555,193.458209,"Alluvial",0.000623375955592207,0.000755771609844903,189.237869262695,188.819549560547,0.121472209692001,0.131964579224586,15,"13_floodplain"
"156",38376,1575046.60874922,5181199.82398921,192.205186,"EolianUncemented",0.00265800618583415,0.000846653311393845,187.469299316406,190.906433105469,0.137180283665657,0.134899631142616,15,"09_beachBarDune"
"157",38376,1576112.84233382,5181465.09581933,192.285101,"EolianUncemented",0.00196191969386973,0.00146815229694239,189.863433837891,190.154754638672,0.131954297423363,0.134987890720367,15,"09_beachBarDune"
"158",38402,1576744.65681708,5181470.47985941,186.391153,"Other",0.0079397738323636,0.00169673318675129,166.819610595703,190.811904907227,0.21190433204174,0.13619177043438,16,"05_fluvialEstuarine"
"160",37940,1578764.64003656,5180834.92886344,199.137906,"EolianUncemented",0.00213000213269138,0.000742628297664506,187.878387451172,196.624816894531,0.145841091871262,0.135234162211418,15,"09_beachBarDune"
"161",37787,1565352.33790345,5180104.1156379,167.330941,"Alluvial",0.00536462746419092,0.00318949936429669,214.538909912109,210.011856079102,0.126217171549797,0.136455118656158,16,"13_floodplain"
"162",37787,1566417.69026947,5180597.89763359,177.34399,"Alluvial",0.00478484066529366,0.00386552528805419,196.861267089844,195.695190429688,0.126655384898186,0.136944279074669,16,"13_floodplain"
"163",37787,1567358.68394455,5180161.91124897,183.571246,"Alluvial",0.00132056291255983,0.00310981995772092,185.459762573242,184.847930908203,0.124258331954479,0.132426649332047,15,"13_floodplain"
"164",37787,1567978.97928874,5180279.40888907,161.974947,"Alluvial",0.00205563330849368,0.00165519004805504,178.813598632812,178.692794799805,0.125435322523117,0.135264247655869,16,"13_floodplain"
"165",37787,1569274.67348242,5180601.9099122,194.673126,"Alluvial",0.00526596067384358,0.0032181989639882,191.970748901367,192.305755615234,0.108948841691017,0.119372941553593,15,"13_floodplain"
"166",37787,1570145.31780678,5180167.60036113,169.152583,"Alluvial",0.00762957786492844,0.00306781286330186,181.973617553711,179.466888427734,0.111408844590187,0.122914426028728,16,"13_floodplain"
"167",37787,1571020.47252053,5180193.35040139,182.593598,"Alluvial",0.0257254783955691,0.00574892566754511,186.013381958008,180.625122070312,0.103588186204433,0.115882702171803,15,"13_floodplain"
"168",37787,1571824.04808998,5180399.74565808,202.784722,"Alluvial",0.00470789474022208,0.0060525768040797,193.66162109375,200.284362792969,0.123484872281551,0.155526176095009,13,"13_floodplain"
"169",37787,1573253.56532932,5179917.97367734,180.946887,"Alluvial",0.00149525477713826,0.00069681382687995,185.797546386719,184.597702026367,0.125753343105316,0.134522154927254,15,"13_floodplain"
"170",37787,1573942.82915583,5180252.19175559,184.289874,"Alluvial",0.000368756678506328,0.000562133821055593,188.088531494141,187.10173034668,0.119011230766773,0.127771183848381,15,"13_floodplain"
"171",38376,1575376.39563975,5180162.24112467,183.860726,"EolianUncemented",0.000937500037225984,0.00104540739012469,183.643432617188,187.118194580078,0.133511364459991,0.133358091115952,15,"09_beachBarDune"
"172",38376,1575958.0960839,5179973.06465264,184.414574,"EolianUncemented",0.00165729646309736,0.00137070403266586,184.720230102539,186.263458251953,0.133758142590523,0.133589327335358,15,"09_beachBarDune"
"173",37788,1578308.01139466,5180654.08154812,202.845225,"EolianUncemented",0.00263306771444976,0.000742628297664506,186.853744506836,199.445816040039,0.144192427396774,0.137272372841835,16,"09_beachBarDune"
"174",37788,1578885.70451308,5179879.1240529,180.078803,"EolianUncemented",0.0016609824026157,0.000901389725291713,182.987457275391,189.505630493164,0.151160657405853,0.144538909196854,15,"09_beachBarDune"
"175",37787,1559817.14137175,5178617.45261301,245.63452,"Alluvial",0.00290022588419458,0.00434641382229434,232.076873779297,229.76237487793,0.125594988465309,0.129585281014442,15,"13_floodplain"
"176",37787,1563186.00268222,5179145.1898846,216.77225,"Alluvial",0.00439380855269104,0.00280270391051268,210.769683837891,210.513305664062,0.131043493747711,0.13799375295639,16,"13_floodplain"
"177",37787,1563592.75097527,5179087.22969459,204.017852,"Alluvial",0.00442042683753524,0.00280270391051268,209.563262939453,208.652221679688,0.12348897010088,0.132166862487793,16,"13_floodplain"
"178",37787,1566353.09468908,5179331.41254002,202.592171,"Alluvial",0.00585945589560132,0.00315627034303177,199.210205078125,198.610092163086,0.128556162118912,0.136289656162262,15,"13_floodplain"
"179",37787,1567197.05545169,5179160.79246786,181.454249,"Alluvial",0.00702402301071313,0.00299641548913195,183.544403076172,185.226776123047,0.13029183447361,0.13982629776001,16,"13_floodplain"
"180",37787,1568587.74195145,5179230.62994082,173.180839,"Alluvial",0.00312468896496712,0.00107112351337238,176.114318847656,177.580535888672,0.124232597649097,0.134366571903229,16,"13_floodplain"
"181",37787,1569140.60107789,5179093.48477382,157.583611,"Alluvial",0.0028780291183064,0.00107112351337238,173.002899169922,170.927032470703,0.120798960328102,0.130724668502808,15,"13_floodplain"
"182",37787,1570047.39842672,5179273.39824769,183.03934,"Alluvial",0.000553300349213183,0.00140313927920355,184.675735473633,182.289337158203,0.113135099411011,0.125682413578033,16,"13_floodplain"
"183",37787,1571124.10218556,5179315.78065133,174.773756,"Alluvial",0.0070538407003394,0.00365272476174858,181.214859008789,179.510726928711,0.111653432250023,0.121797144412994,15,"13_floodplain"
"184",37787,1572074.3273087,5179260.1362573,153.298638,"Alluvial",0.00256057437532859,0.00232899511489649,190.906997680664,189.026657104492,0.104348711669445,0.113649904727936,15,"13_floodplain"
"185",38521,1573030.66628594,5179254.9311883,173.711183,"EolianUncemented",0.0015038454113552,0.00129374212174438,180.307678222656,185.340789794922,0.139109000563622,0.130890488624573,15,"09_beachBarDune"
"186",37787,1573957.90701408,5179189.60835282,191.938571,"Alluvial",0.000935914835006352,0.000337154008297364,189.631561279297,189.616744995117,0.125269025564194,0.134281381964684,15,"13_floodplain"
"187",37787,1574861.86783945,5179355.94064579,190.599625,"Alluvial",0.0015095174665759,0.000900595619440499,189.518829345703,188.856384277344,0.126181751489639,0.133872821927071,15,"13_floodplain"
"188",38376,1575916.22321186,5179299.44634857,178.214891,"EolianUncemented",0.00387672224485293,0.000676739210522716,178.648025512695,186.635757446289,0.151688203215599,0.142142683267593,16,"09_beachBarDune"
"190",37787,1559777.00845122,5178572.78728166,244.039064,"Alluvial",0.00290022588419458,0.00434641382229434,233.293243408203,230.759338378906,0.123917885124683,0.12749095261097,15,"13_floodplain"
"191",37787,1563829.70136986,5178622.90666706,182.00475,"Alluvial",0.00236537178013903,0.00249027026970628,202.157592773438,198.672546386719,0.126943558454514,0.135214552283287,15,"13_floodplain"
"192",37787,1565454.73486411,5177825.1444906,224.425523,"Alluvial",0.00353245218104739,0.00250210536391561,205.643569946289,206.275100708008,0.123868264257908,0.131910860538483,15,"13_floodplain"
"193",37787,1566126.16242074,5178134.02493846,183.784949,"Alluvial",0.000500609861625573,0.00241389818403333,190.950714111328,190.248428344727,0.126508727669716,0.134638607501984,15,"13_floodplain"
"194",37787,1566998.49689812,5178084.30164294,160.119881,"Alluvial",0.00143515271149931,0.00193864186873049,175.817138671875,174.856826782227,0.128465801477432,0.137837767601013,15,"13_floodplain"
"195",37787,1567969.42105005,5177799.67357362,177.488166,"Alluvial",0.00642372078720027,0.00214881508615835,174.966918945312,177.294982910156,0.127318903803825,0.136923149228096,16,"13_floodplain"
"196",37787,1569000.15621839,5178075.80814274,150.794762,"Alluvial",0.00102641641109846,0.00160202402850268,167.589584350586,166.51530456543,0.129977777600288,0.139233618974686,15,"13_floodplain"
"197",37787,1570089.57364135,5178174.75266268,172.868053,"Alluvial",0.00203183325786385,0.000956336377876305,176.173553466797,177.27424621582,0.129218801856041,0.139085575938225,16,"13_floodplain"
"198",37787,1571130.3902672,5178215.83661471,165.746449,"Alluvial",0.0021590099305286,0.00244936168430672,176.397430419922,176.551788330078,0.126303911209106,0.136512711644173,16,"13_floodplain"
"199",37787,1572088.66820386,5178240.93257914,170.231059,"Alluvial",0.00174620675544372,0.00484864350578505,184.459747314453,182.871963500977,0.121783696115017,0.131419807672501,15,"13_floodplain"
"200",37787,1573141.79700917,5178244.72940765,194.695769,"Alluvial",0.00459942024406941,0.00558377246226043,190.007888793945,190.092163085938,0.120606973767281,0.128749713301659,15,"13_floodplain"
"201",37787,1574007.23769064,5178289.66193065,196.958441,"Alluvial",0.00153597015111962,0.00402979406775656,191.020141601562,190.498413085938,0.123462304472923,0.133008137345314,15,"13_floodplain"
"202",37787,1575037.28906737,5178075.69385906,177.541519,"Alluvial",0.00139838158967045,0.00173823690839928,189.588134765625,185.971725463867,0.124559104442596,0.132928773760796,16,"13_floodplain"
"203",38564,1575644.3087082,5178198.75438453,184.117727,"Other",0.0019824074198474,0.00811985436825067,193.403549194336,188.324020385742,0.20389686524868,0.138457953929901,16,"05_fluvialEstuarine"
"205",37787,1563475.62262701,5176979.75634666,183.821627,"Alluvial",0.00398380271413555,0.00245041467083244,187.970031738281,188.351333618164,0.130649417638779,0.138738423585892,16,"13_floodplain"
"206",37787,1564066.70927691,5177136.91466205,178.521419,"Alluvial",0.00300509460182417,0.00206880176789208,186.976898193359,186.946411132812,0.125024423003197,0.133147045969963,16,"13_floodplain"
"207",37787,1565031.21783449,5177601.58137394,200.415775,"Alluvial",0.00203953321406178,0.00252870179210394,201.022872924805,202.559204101562,0.126954957842827,0.136549279093742,16,"13_floodplain"
"208",37787,1566285.35181283,5177208.28000646,185.901924,"Alluvial",0.00233922457611558,0.00290733795003734,185.878067016602,186.082305908203,0.129278227686882,0.138382062315941,15,"13_floodplain"
"209",37787,1567074.09233719,5177281.97664744,179.789065,"Alluvial",0.00300569099421131,0.0025199293899488,178.38134765625,180.466491699219,0.127021804451942,0.136603206396103,16,"13_floodplain"
"210",37787,1568172.867196,5177198.73719947,177.334623,"Alluvial",0.00312248073115603,0.00190994971983548,175.368637084961,177.42790222168,0.127210289239883,0.137240365147591,16,"13_floodplain"
"211",37787,1569030.25370967,5177129.50116145,170.280879,"Alluvial",0.00133987583348736,0.000728072834506603,177.460357666016,176.671951293945,0.125795647501945,0.134515061974525,15,"13_floodplain"
"212",37787,1570181.76507933,5177232.07886291,192.901644,"Alluvial",0.00120467676979375,0.00742634157717133,186.936386108398,186.007186889648,0.126043602824211,0.135191679000854,15,"13_floodplain"
"213",37787,1570980.13419478,5177338.16920279,164.5333,"Alluvial",0.00249592267514737,0.00742634157717133,177.190826416016,173.527969360352,0.125742405653,0.135363548994064,15,"13_floodplain"
"214",37787,1571963.0662127,5177246.49468669,181.676894,"Alluvial",0.00550218911415781,0.0269396602155963,181.255386352539,177.961776733398,0.124394930899143,0.135746046900749,16,"13_floodplain"
"215",37787,1573028.57611069,5177331.42173825,173.759967,"Alluvial",0.00991909387756401,0.0327531252806079,180.938369750977,179.9873046875,0.125209078192711,0.13628426194191,16,"13_floodplain"
"216",37787,1573963.56377536,5177219.64180886,196.775586,"Alluvial",0.00366697970130861,0.0274549225822413,189.448654174805,189.648223876953,0.12205970287323,0.131202027201653,15,"13_floodplain"
"217",38564,1574787.90226984,5177441.18221641,185.479874,"Other",0.00411518299891757,0.0124212294254803,196.727279663086,186.927337646484,0.197492644190788,0.134079858660698,15,"05_fluvialEstuarine"
"218",38564,1575987.33092005,5177262.08731771,198.323524,"Other",0.00581756854364223,0.0234844382862881,217.213562011719,193.786590576172,0.22009240090847,0.141832292079926,15,"05_fluvialEstuarine"
"222",37787,1562914.61186752,5175872.32068569,181.535865,"Alluvial",0.0034452558246673,0.00236916830296567,189.83642578125,189.909133911133,0.126173824071884,0.13469123840332,16,"13_floodplain"
"223",37787,1564119.71057307,5176277.92629114,184.447197,"Alluvial",0.000910508401901547,0.00208334968428685,185.27116394043,186.029571533203,0.123819336295128,0.132716283202171,16,"13_floodplain"
"224",37787,1564532.70393373,5176442.92316486,181.454126,"Alluvial",0.00138516009903377,0.00208334968428685,185.035385131836,185.771423339844,0.123661227524281,0.131759345531464,16,"13_floodplain"
"225",37787,1566042.69535634,5175727.94278189,189.274166,"Alluvial",0.00606651404009271,0.0014492805597995,182.727096557617,184.427810668945,0.124097600579262,0.132281243801117,16,"13_floodplain"
"226",37787,1566804.15053738,5176117.61762885,162.031886,"Alluvial",0.00253825482372834,0.00140039162098417,175.971496582031,176.756378173828,0.131228759884834,0.140919357538223,16,"13_floodplain"
"227",37787,1567989.27005488,5176276.06050598,155.142777,"Alluvial",0.000457021191359866,0.0015420618646734,173.508331298828,171.925903320312,0.130930930376053,0.139900147914886,15,"13_floodplain"
"228",37787,1569476.29890516,5176181.13448189,174.455981,"Alluvial",0.001435455861679,0.0217186820447404,196.011337280273,191.708297729492,0.102753490209579,0.113570183515549,15,"13_floodplain"
"229",37787,1570103.68522527,5176301.94403917,240.816907,"Alluvial",0.0369352308675114,0.0330419227602459,206.103469848633,218.274780273438,0.120653890073299,0.156049951910973,13,"13_floodplain"
"230",37787,1571027.01612228,5176114.40823074,156.582665,"Alluvial",0.00973372203077303,0.0469897756353608,180.509658813477,174.471084594727,0.127510949969292,0.175022274255753,14,"13_floodplain"
"231",37787,1571625.9573811,5176585.66517745,198.429043,"Alluvial",0.0787311585922106,0.0469897756353608,185.587921142578,212.67741394043,0.127750590443611,0.181944385170937,10,"13_floodplain"
"232",37787,1572805.05240864,5176647.4678963,164.720566,"Alluvial",0.0830660789134474,0.0734413669488934,177.813919067383,194.755157470703,0.13127313554287,0.179240077733994,6,"13_floodplain"
"233",38564,1574053.66219546,5176823.94507176,192.378167,"Other",0.0308935157750386,0.0274549225822413,198.792510986328,191.322814941406,0.167854890227318,0.13184817135334,16,"05_fluvialEstuarine"
"234",38564,1574992.66625938,5176428.95070136,164.398635,"Other",0.00205668258680672,0.0416215132266022,223.910659790039,185.660552978516,0.220526814460754,0.137118920683861,15,"05_fluvialEstuarine"
"236",38641,1579020.78904382,5176788.36393241,174.464319,"EolianUncemented",0.030844087232383,0.041567320293687,199.920516967773,-3.39999995214436e+38,0.155225917696953,-3.39999995214436e+38,NA,"09_beachBarDune"
"237",37787,1561322.43175946,5174663.68483827,232.823423,"Alluvial",0.00209174773988222,0.00298675288736125,221.868103027344,222.835250854492,0.132242113351822,0.139017969369888,16,"13_floodplain"
"238",37787,1562703.56533059,5175430.18827949,193.784647,"Alluvial",0.00160241179632338,0.00267865153053412,194.621322631836,195.060317993164,0.121921025216579,0.130615442991257,16,"13_floodplain"
"239",37787,1563093.27090999,5175157.5629197,201.62638,"Alluvial",0.000855011762829377,0.00199046219688366,194.538162231445,195.624740600586,0.119830101728439,0.129157274961472,16,"13_floodplain"
"240",37787,1563925.90781169,5175041.40121401,190.59781,"Alluvial",0.00148360978308837,0.00203684692369152,188.611419677734,189.766952514648,0.126480117440224,0.135156735777855,16,"13_floodplain"
"241",37787,1564889.60123193,5175338.66628443,177.895511,"Alluvial",0.00260855806525263,0.00244702562238685,183.297775268555,184.274749755859,0.130232572555542,0.139152124524117,16,"13_floodplain"
"242",37787,1566087.69882801,5175300.94092435,169.160051,"Alluvial",0.00489413181936642,0.0014492805597995,180.028137207031,180.866134643555,0.124237656593323,0.13353019952774,16,"13_floodplain"
"243",37787,1567655.69356201,5175151.94579606,221.14156,"Alluvial",0.0118794674344924,0.0155957138928434,201.996566772461,204.270812988281,0.111576803028584,0.11515437066555,15,"13_floodplain"
"245",37787,1569073.28248714,5175422.00636441,153.90182,"Alluvial",0.034226021916562,0.0258374953523307,181.200622558594,184.177810668945,0.131395682692528,0.189603507518768,9,"13_floodplain"
"246",38699,1571374.37501862,5175473.2593118,233.539431,"Alluvial",0.1423835925674,0.0746802106506248,234.438201904297,237.767120361328,0.146259188652039,0.162868037819862,5,"10_fan"
"248",38564,1574997.96806163,5175802.95577222,244.343013,"Other",0.0451677114918606,0.0955601496168701,235.762954711914,206.964981079102,0.175764441490173,0.140654310584068,15,"05_fluvialEstuarine"
"249",38564,1575504.39896578,5175607.43524792,249.648842,"Other",0.0204207738617935,0.0697904344259965,242.693389892578,263.173736572266,0.192673325538635,0.200322091579437,9,"05_fluvialEstuarine"
"250",37787,1560931.0949796,5174219.46099918,258.795019,"Alluvial",0.00148249204957595,0.00417569282622353,229.558334350586,231.233795166016,0.134475573897362,0.140294134616852,16,"13_floodplain"
"251",37787,1562542.45828298,5174472.49501378,201.109965,"Alluvial",0.00128191719165706,0.00195370211299276,200.130630493164,198.568176269531,0.127991795539856,0.136044263839722,15,"13_floodplain"
"252",37787,1563271.51498287,5174552.63405786,180.468578,"Alluvial",0.00224555738630742,0.00140408893894647,189.884292602539,190.116714477539,0.121622987091541,0.130429089069366,16,"13_floodplain"
"253",37787,1563799.71432272,5173958.94093301,188.005574,"Alluvial",0.001706433397427,0.000686313810534062,189.36604309082,190.222686767578,0.128072082996368,0.137535274028778,16,"13_floodplain"
"254",37787,1565275.88631153,5174280.65583718,199.883025,"Alluvial",0.00153195915918594,0.00146811500990241,189.017578125,191.006393432617,0.13048480451107,0.139220103621483,16,"13_floodplain"
"255",37787,1565944.93044531,5174585.15222484,175.351339,"Alluvial",0.00265429829595284,0.00838584593103379,182.415390014648,181.810699462891,0.129555210471153,0.137641921639442,15,"13_floodplain"
"256",37787,1557552.28338182,5173198.30191661,245.090461,"Alluvial",0.00281711471486076,0.00391389012487113,224.543167114258,224.393630981445,0.146745815873146,0.150201261043549,16,"13_floodplain"
"257",37787,1563202.1857719,5173217.26293954,185.406178,"Alluvial",0.00162456022050173,0.000686313810534062,191.885299682617,192.525619506836,0.132773712277412,0.141334295272827,16,"13_floodplain"
"258",37787,1563929.40049686,5173129.25817073,192.329851,"Alluvial",0.0050712989666351,0.00368407918659973,191.402572631836,190.282165527344,0.128820851445198,0.136906445026398,15,"13_floodplain"
"259",37787,1565160.69756009,5173231.20736581,172.488138,"Alluvial",0.00347909781614659,0.0101392973352846,183.849700927734,187.185775756836,0.133478507399559,0.157846391201019,13,"13_floodplain"
"260",38748,1568008.69441546,5172783.96685268,166.753341,"Alluvial",0.172585824372077,0.0495802407555939,180.102828979492,177.064483642578,0.156817629933357,0.181164458394051,9,"10_fan"
"261",37787,1564566.30956741,5171812.56534782,209.080693,"Alluvial",0.00982656734068228,0.00501806810715882,200.084426879883,201.558258056641,0.107840932905674,0.112675651907921,16,"13_floodplain"
"263",38748,1567984.69476153,5172767.97190724,169.700625,"Alluvial",0.172585824372077,0.0495802407555939,662.684814453125,197.179168701172,0.436719447374344,0.155893415212631,6,"10_fan"
"264",37787,1564598.36908396,5171778.75039293,193.369163,"Alluvial",0.0117371047162973,0.00501806810715882,200.074264526367,201.523895263672,0.109686285257339,0.11469678580761,16,"13_floodplain"
"265",37787,1564398.93239667,5168805.75884306,195.499626,"Alluvial",0.00281145434232023,0.011629331788007,194.716827392578,195.419281005859,0.134135201573372,0.14103727042675,15,"13_floodplain"
"266",37787,1559772.7415622,5167675.98418452,193.259003,"Alluvial",0.00107578321438877,0.00142154778316898,194.222427368164,193.288467407227,0.113195709884167,0.118278108537197,15,"13_floodplain"
"267",37787,1564229.05189316,5168014.68761163,187.719595,"Alluvial",0.000434943729600259,0.0121598177425646,189.626037597656,190.171752929688,0.12823112308979,0.135376989841461,15,"13_floodplain"
"268",37787,1564609.14158531,5168478.58107266,196.85495,"Alluvial",0.00189648390607249,0.0121598177425646,193.643371582031,194.586715698242,0.128534689545631,0.135427370667458,15,"13_floodplain"
"269",37787,1559664.74393768,5167524.98395407,191.523722,"Alluvial",0.00107578321438877,0.00142154778316898,194.144302368164,193.219757080078,0.115424551069736,0.120882473886013,15,"13_floodplain"
"270",37787,1559845.74554319,5167513.98149561,191.065856,"Alluvial",0.00107578321438877,0.00142154778316898,193.686386108398,195.781143188477,0.113864451646805,0.121472850441933,16,"13_floodplain"
"271",37787,1564107.55380519,5167227.10840374,171.107165,"Alluvial",0.00162249998099822,0.0098624523711989,182.719253540039,182.575119018555,0.135364159941673,0.142248660326004,15,"13_floodplain"
"272",37787,1560535.61184807,5165768.9340191,190.723633,"Alluvial",0.00223336343753848,0.0017273070524006,193.118301391602,194.793975830078,0.136520802974701,0.142559573054314,16,"13_floodplain"
