"","polygon","easting","northing","v30","terrain","slp09c","slp30c","MVN_Vs30_NZGD00_allNZ_AhdiAK_noQ3_hyb09c_noisyT_minDist0.0km_v6_crp1.5","MVN_Vs30_NZGD00_allNZ_YongCA_noQ3_noisyT_minDist0.0km_v7_crp1.5","MVN_stDv_NZGD00_allNZ_AhdiAK_noQ3_hyb09c_noisyT_minDist0.0km_v6_crp1.5","MVN_stDv_NZGD00_allNZ_YongCA_noQ3_noisyT_minDist0.0km_v7_crp1.5","IwahashiPike_NZ_100m_16","gid_aak_n3_h9c"
"1",37232,1576479.57905406,5207642.1751025,224.853871,"EolianUncemented",0.00302716915889492,0.000847734919835845,195.907760620117,204.755111694336,0.202367171645164,0.19761261343956,16,"09_beachBarDune"
"2",37235,1577000.69241689,5207260.63803707,205.062093,"EolianUncemented",0.0020781498364624,0.00122278226743994,198.660140991211,207.170852661133,0.189955875277519,0.185936942696571,16,"09_beachBarDune"
"3",37135,1573314.86393041,5206268.93785135,164.721668,"Alluvial",0.00395421421243982,0.0030376568936043,184.114547729492,189.442352294922,0.184950575232506,0.195230469107628,16,"13_floodplain"
"4",37135,1573807.56416365,5206001.53934116,151.653131,"Alluvial",0.00409388324930921,0.0032142312329269,180.515014648438,181.402862548828,0.166584119200706,0.176608964800835,15,"13_floodplain"
"5",37235,1576829.41653268,5206766.49983865,220.532135,"EolianUncemented",0.00175470872972519,0.00122278226743994,205.289367675781,210.509246826172,0.152972206473351,0.147047773003578,16,"09_beachBarDune"
"6",37278,1568063.19504186,5205263.61970792,225.279506,"Alluvial",0.00991778869419462,0.00700508831047093,235.442276000977,216.90885925293,0.142930909991264,0.133935198187828,16,"06_alluvium"
"7",37135,1570917.22776356,5204943.92064389,185.568601,"Alluvial",0.00187687217669381,0.00264071051996929,188.453948974609,191.657760620117,0.141382321715355,0.146292626857758,16,"13_floodplain"
"8",37135,1574075.15954532,5205781.64727707,160.453396,"Alluvial",0.00283545182370285,0.0032142312329269,177.065078735352,178.832153320312,0.143491923809052,0.148133412003517,16,"13_floodplain"
"9",37232,1575746.00957036,5204780.9364579,199.895675,"EolianUncemented",0.00187104641677145,0.00239684234510737,202.302429199219,201.445358276367,0.131046250462532,0.131246328353882,16,"09_beachBarDune"
"10",37278,1568039.39959239,5204911.52900546,227.851472,"Alluvial",0.00962416981573781,0.00700508831047093,236.134704589844,217.315139770508,0.143963292241096,0.134984329342842,16,"06_alluvium"
"11",37135,1569630.68820059,5204436.6352327,200.340039,"Alluvial",0.00680166701905377,0.00363585569900472,196.538818359375,200.848266601562,0.1175826638937,0.120544090867043,16,"13_floodplain"
"13",37135,1572930.70146154,5203958.33145709,151.519777,"Alluvial",0.00210333998415624,0.00252062526533007,170.98860168457,172.370025634766,0.138689279556274,0.144006699323654,16,"13_floodplain"
"14",37232,1575661.28513571,5204391.93588531,200.485175,"EolianUncemented",0.00233694198267014,0.00230488385834511,203.430435180664,203.65266418457,0.119185276329517,0.120199702680111,16,"09_beachBarDune"
"15",37232,1575674.05012316,5204382.65920133,213.541741,"EolianUncemented",0.00233694198267014,0.00230488385834511,203.430435180664,203.65266418457,0.119185276329517,0.120199702680111,16,"09_beachBarDune"
"16",37135,1573064.08405569,5202588.56584104,180.703172,"Alluvial",0.00194610660724208,0.00212532008843773,181.346649169922,181.183670043945,0.117561593651772,0.121785990893841,15,"13_floodplain"
"17",37135,1573064.79364823,5202576.26047759,170.512606,"Alluvial",0.00194610660724208,0.00212532008843773,181.346649169922,181.183670043945,0.117561593651772,0.121785990893841,15,"13_floodplain"
"18",37135,1574197.587629,5201954.51319505,184.844792,"Alluvial",0.00317720748062082,0.00288554307293021,192.708770751953,193.930404663086,0.135509073734283,0.14290976524353,16,"13_floodplain"
"19",37135,1574489.31452936,5202606.07213966,217.804233,"Alluvial",0.00346172699715538,0.00288554307293021,199.618545532227,203.065460205078,0.137101799249649,0.144716814160347,16,"13_floodplain"
"20",37506,1572807.20589738,5199631.28727801,209.117564,"EolianUncemented",0.000717902650877601,0.00159481792844091,211.128829956055,208.905563354492,0.136748552322388,0.133049756288528,16,"09_beachBarDune"
"21",37135,1573821.00325556,5200060.8972128,214.869894,"Alluvial",0.00204908724407755,0.00188536220354692,207.925994873047,208.968017578125,0.138490900397301,0.144308418035507,16,"13_floodplain"
"22",37506,1572831.09558711,5199409.30141536,209.660264,"EolianUncemented",0.0022357237203826,0.00159481792844091,212.157287597656,210.284118652344,0.132639959454536,0.129677876830101,16,"09_beachBarDune"
"23",37506,1573134.41353343,5197780.53031981,257.558758,"EolianUncemented",0.000277560479796739,0.000597653573974979,234.548645019531,238.02311706543,0.137676820158958,0.13287290930748,16,"09_beachBarDune"
"24",37638,1575568.11010083,5197985.21213671,196.16525,"Alluvial",0.000774273975369606,0.000574562182288799,195.597396850586,194.823394775391,0.117150567471981,0.121884196996689,15,"13_floodplain"
"25",37638,1575589.10198148,5197982.21318425,194.310442,"Alluvial",0.000315931192527539,0.000574562182288799,195.597396850586,194.823394775391,0.117150567471981,0.121884196996689,15,"13_floodplain"
"26",37135,1570247.75778998,5197389.7315068,259.799453,"Alluvial",0.000891578089207661,0.00117546188755659,225.790451049805,228.854782104492,0.13393434882164,0.140959903597832,16,"13_floodplain"
"27",37135,1571033.43151008,5196820.68703078,205.71499,"Alluvial",0.00193063804531508,0.00109437997719163,209.748168945312,208.004913330078,0.122265629470348,0.130787268280983,15,"13_floodplain"
"28",37135,1571930.08122624,5196931.31548119,208.890495,"Alluvial",0.00124619785574729,0.000899766674656698,211.556762695312,209.839050292969,0.099654421210289,0.106619857251644,15,"13_floodplain"
"29",37135,1572870.74287676,5197085.27626826,223.617434,"Alluvial",0.00169425239949516,0.00027319474900337,221.069000244141,218.086822509766,0.0995610430836678,0.110249422490597,15,"13_floodplain"
"30",37135,1573520.8439161,5196875.19583243,237.648888,"Alluvial",0.000936181129708419,0.00027319474900337,214.523193359375,218.435028076172,0.120015554130077,0.12940676510334,16,"13_floodplain"
"31",37235,1575940.88277689,5197322.21670164,171.976684,"EolianUncemented",0.0012219399642212,0.000561798908133041,180.012939453125,185.718795776367,0.146408095955849,0.137916192412376,15,"09_beachBarDune"
"32",37135,1570087.11938257,5196622.62038307,210.738527,"Alluvial",0.00058466678414894,0.00170781148543763,211.073867797852,212.428436279297,0.134841501712799,0.142217203974724,16,"13_floodplain"
"33",37135,1571259.39695427,5196097.19172229,206.805594,"Alluvial",0.00126829200266292,0.00104889137932278,201.523773193359,200.931701660156,0.125837728381157,0.134768933057785,15,"13_floodplain"
"34",37506,1572222.27015983,5196401.86717052,198.334282,"EolianUncemented",0.00105859030764844,0.000618306707413697,199.245147705078,204.452713012695,0.118934318423271,0.120635166764259,16,"09_beachBarDune"
"35",37722,1573081.9017356,5196277.26516666,210.648957,"Alluvial",0.000362644757136972,0.000102085244471246,232.529174804688,202.432418823242,0.151078283786774,0.127935260534286,15,"06_alluvium"
"36",37135,1573543.20486312,5196254.05406129,206.35317,"Alluvial",0.000661120199576387,0.000102085244471246,201.853713989258,207.310745239258,0.123538419604301,0.129677310585976,16,"13_floodplain"
"37",37235,1575951.95485115,5196253.88098599,190.765727,"EolianUncemented",0.00111312929152702,0.000590792978536087,186.539398193359,191.769943237305,0.145959764719009,0.139003217220306,15,"09_beachBarDune"
"38",37135,1571041.68150431,5195444.43901614,181.465518,"Alluvial",0.00228326583038901,0.00126819710092767,192.094619750977,190.95686340332,0.127750441431999,0.134492591023445,15,"13_floodplain"
"39",37506,1572381.76093164,5195364.87342887,203.120972,"EolianUncemented",0.000708178916686324,0.00108260125453092,198.245864868164,198.983810424805,0.129589334130287,0.128640174865723,15,"09_beachBarDune"
"40",37135,1572561.40215264,5195381.24759892,201.254293,"Alluvial",0.000708178916686324,0.00108260125453092,200.141983032227,202.524597167969,0.119179524481297,0.127607196569443,16,"13_floodplain"
"41",37787,1575163.91984419,5194759.63173405,187.722459,"Alluvial",0.000355551518385378,0.000508969650911132,195.380249023438,194.379730224609,0.127891704440117,0.136387094855309,16,"13_floodplain"
"42",37788,1575799.442649,5195018.0616208,191.104375,"EolianUncemented",0.000316840561410763,0.000495332784895369,251.550643920898,194.69921875,0.209126487374306,0.142449796199799,16,"09_beachBarDune"
"43",37135,1571186.49131651,5194361.28181487,175.901216,"Alluvial",0.00166956939084669,0.00141039830263382,186.202667236328,188.095901489258,0.128558114171028,0.1375622600317,16,"13_floodplain"
"44",37809,1571678.63359141,5194347.36972963,208.128079,"EolianUncemented",0.00224606083385184,0.00141039830263382,191.939880371094,194.213409423828,0.133944496512413,0.132922485470772,15,"09_beachBarDune"
"45",37794,1573109.57547504,5194206.51028842,202.416802,"EolianUncemented",0.00211542869488339,0.00110524931896524,195.667205810547,-3.39999995214436e+38,0.151286855340004,-3.39999995214436e+38,NA,"09_beachBarDune"
"46",37788,1575212.64236373,5193958.13336306,202.048212,"EolianUncemented",0.00103720135067506,0.000582339140164419,193.701400756836,200.720825195312,0.13948667049408,0.138814747333527,16,"09_beachBarDune"
"47",37788,1575798.62332162,5194406.83969307,191.348013,"EolianUncemented",0.000777179695661019,0.000390717766142182,187.451782226562,-3.39999995214436e+38,0.140594378113747,-3.39999995214436e+38,NA,"09_beachBarDune"
"48",37135,1568030.75652849,5193091.65690839,207.065436,"Alluvial",0.00424256552752418,0.00304858585931374,201.236450195312,203.884201049805,0.146245762705803,0.149822473526001,16,"13_floodplain"
"49",37135,1571416.6494541,5193409.72654358,173.327732,"Alluvial",0.00117166462734358,0.00123520500329847,181.24430847168,180.169494628906,0.115464560687542,0.12055117636919,15,"13_floodplain"
"50",37135,1571498.84776883,5193444.6237752,169.850802,"Alluvial",0.00117166462734358,0.00123520500329847,181.24430847168,180.169494628906,0.115464560687542,0.12055117636919,15,"13_floodplain"
"51",37788,1575125.42853936,5193272.32011461,206.287062,"EolianUncemented",0.00116296706062,0.000585468048605485,195.863082885742,200.869735717773,0.1459681391716,0.14096736907959,15,"09_beachBarDune"
"52",37794,1571999.29685913,5192070.28509115,201.302766,"EolianUncemented",0.000480669918404923,0.00102568857982529,196.510696411133,198.068252563477,0.147987008094788,0.144055113196373,16,"09_beachBarDune"
"53",37788,1574928.71282399,5191862.2291431,202.56708,"EolianUncemented",0.000534137526666046,0.000956830008394571,196.124893188477,199.890380859375,0.137471064925194,0.136401370167732,16,"09_beachBarDune"
"54",37787,1571384.65639894,5190842.84081095,175.741364,"Alluvial",0.00149734429723872,0.00125110759480534,185.730560302734,185.786056518555,0.11679495126009,0.124930590391159,16,"13_floodplain"
"55",37794,1571699.02036812,5191280.78590814,202.183065,"EolianUncemented",0.00072059376969766,0.00127516787131912,195.189498901367,192.635818481445,0.129078984260559,0.136067107319832,15,"09_beachBarDune"
"56",37794,1573928.44235345,5190751.75408732,196.899864,"EolianUncemented",0.00159547565234739,0.00146300585930231,196.902160644531,197.67106628418,0.118177860975266,0.117789320647717,16,"09_beachBarDune"
"57",37787,1575132.28721628,5191307.8074237,192.282308,"Alluvial",0.000873732466548029,0.000956830008394571,193.092086791992,195.720825195312,0.134238332509995,0.132105350494385,16,"13_floodplain"
"58",37788,1575837.93041435,5191315.55953094,194.126049,"EolianUncemented",0.00110413926031085,0.000895900531808563,192.716339111328,196.440689086914,0.140069335699081,0.139638125896454,16,"09_beachBarDune"
"59",37787,1570375.65907343,5189746.84815267,165.942107,"Alluvial",0.00343225947306987,0.00184271321754201,173.704055786133,172.876678466797,0.124789483845234,0.132978111505508,15,"13_floodplain"
"60",37787,1571325.65297618,5190531.84974902,180.814154,"Alluvial",0.00153427973203551,0.00125110759480534,184.198715209961,184.550537109375,0.108850590884686,0.115188851952553,16,"13_floodplain"
"61",37787,1571443.65732823,5190548.84470588,182.286037,"Alluvial",0.00153427973203551,0.00125110759480534,184.939468383789,185.192642211914,0.108855940401554,0.115084782242775,16,"13_floodplain"
"62",37787,1572971.41143543,5190140.17159863,194.409081,"Alluvial",0.00197246993198756,0.00162912370701679,197.737152099609,198.559371948242,0.126698657870293,0.134882122278214,16,"13_floodplain"
"63",37794,1573939.53824445,5190729.9526947,196.254192,"EolianUncemented",0.00159547565234739,0.00146300585930231,196.902160644531,197.67106628418,0.118177860975266,0.117789320647717,16,"09_beachBarDune"
"64",37788,1575340.57918403,5190855.86622052,185.891345,"EolianUncemented",0.000910321205560496,0.00115088002536576,192.229415893555,190.915802001953,0.133104398846626,0.132612138986588,15,"09_beachBarDune"
"65",37787,1568554.99622236,5189078.03337643,171.525425,"Alluvial",0.0042267764333534,0.00290766997243163,180.450088500977,181.048767089844,0.128512635827065,0.135877937078476,16,"13_floodplain"
"66",37787,1569010.02931022,5189273.93682145,166.347813,"Alluvial",0.00363266593849774,0.00290766997243163,176.958465576172,177.68489074707,0.12654122710228,0.13547571003437,16,"13_floodplain"
"67",37787,1570292.16022605,5189172.05752077,137.34745,"Alluvial",0.00405083732359586,0.00187389038753683,163.645782470703,161.678253173828,0.126671984791756,0.135853052139282,15,"13_floodplain"
"68",37787,1570973.92346973,5189456.47890244,193.965224,"Alluvial",0.00239917291421489,0.00184271321754201,180.068206787109,182.793182373047,0.122334420681,0.131708562374115,16,"13_floodplain"
"69",37787,1571674.16014887,5188996.91709881,176.419275,"Alluvial",0.00149176652891002,0.00154509386585083,185.886871337891,186.691390991211,0.125658482313156,0.135270357131958,16,"13_floodplain"
"70",37787,1573028.04486627,5189700.58318978,211.089609,"Alluvial",0.0025294919935381,0.00162912370701679,201.939758300781,200.708282470703,0.128916427493095,0.136993885040283,15,"13_floodplain"
"71",37787,1568396.82940107,5187902.3983741,196.151756,"Alluvial",0.00717580586822033,0.00295033639545795,194.467498779297,196.113006591797,0.132195383310318,0.14206950366497,16,"13_floodplain"
"72",37787,1569240.33922722,5188293.34578492,180.344318,"Alluvial",0.00197449488167694,0.00158339639827874,180.039642333984,180.927444458008,0.117824569344521,0.126165509223938,16,"13_floodplain"
"73",37787,1569440.36487293,5188174.70507561,169.800431,"Alluvial",0.00233325593467926,0.00158339639827874,177.826599121094,178.542068481445,0.119580686092377,0.127874076366425,16,"13_floodplain"
"74",37787,1571136.65362665,5188645.8642,169.245659,"Alluvial",0.00254062790784878,0.00154509386585083,177.178588867188,176.012466430664,0.123021185398102,0.131370335817337,15,"13_floodplain"
"75",37787,1571954.76179547,5188345.32415456,224.092602,"Alluvial",0.00272890667413411,0.00126469725928769,202.370941162109,204.398330688477,0.124120935797691,0.131733044981956,16,"13_floodplain"
"76",37788,1572995.56075895,5188086.04201517,208.862275,"EolianUncemented",0.000338003537501016,0.000948209572225586,209.367340087891,204.306167602539,0.149018585681915,0.141428828239441,15,"09_beachBarDune"
"77",37787,1568528.89216496,5186834.32940634,188.723575,"Alluvial",0.00192234646357634,0.00295215083956831,195.872940063477,195.139877319336,0.109760627150536,0.119054295122623,15,"13_floodplain"
"78",37787,1568932.99530767,5186924.51394089,180.705926,"Alluvial",0.00228259325211161,0.00295215083956831,195.02458190918,196.098419189453,0.106808349490166,0.118715666234493,16,"13_floodplain"
"79",37787,1570436.66488365,5187491.8671121,164.42684,"Alluvial",0.00296849296549101,0.00174818526176649,174.162673950195,174.690414428711,0.129805669188499,0.138627290725708,16,"13_floodplain"
"80",37787,1571122.36353145,5187293.81709644,153.590202,"Alluvial",0.0036762240239,0.00184901103693594,176.104888916016,175.284332275391,0.131591126322746,0.140312030911446,16,"13_floodplain"
"81",37787,1571985.86419478,5187508.15005811,212.036269,"Alluvial",0.00263862305784044,0.001215631466937,200.654907226562,200.809097290039,0.13087260723114,0.139454320073128,16,"13_floodplain"
"82",38154,1573054.75149436,5187258.96638195,203.158432,"Marsh",0.00102928453906578,0.000598635337266718,194.604125976562,202.198883056641,0.160303458571434,0.135248795151711,15,"01_peat"
"83",37788,1576067.04067706,5186773.98760764,197.750112,"EolianUncemented",0.000770467801268785,0.000823864751622058,193.421127319336,194.931030273438,0.135218799114227,0.135273858904839,15,"09_beachBarDune"
"84",37787,1566216.95661295,5185870.88894691,193.12628,"Alluvial",0.00216713182790749,0.0023816457614781,194.985870361328,195.879974365234,0.122428722679615,0.130990698933601,16,"13_floodplain"
"85",37787,1566699.53393845,5185854.63798753,180.808168,"Alluvial",0.0012544212248562,0.00261487592733647,189.72346496582,188.305969238281,0.123150058090687,0.131775692105293,15,"13_floodplain"
"86",37787,1568245.66771735,5186109.86005905,196.240456,"Alluvial",0.00317317573325063,0.00350459009172284,188.425003051758,190.828979492188,0.118163518607616,0.128858029842377,16,"13_floodplain"
"87",37787,1568876.61303534,5186223.37173583,167.615023,"Alluvial",0.00312297173766336,0.00282247460913435,182.795227050781,181.634323120117,0.110866628587246,0.118939116597176,15,"13_floodplain"
"88",37787,1570057.66374612,5186414.87505736,200.341991,"Alluvial",0.0014232176881306,0.00163334560149239,188.050537109375,190.772201538086,0.131263852119446,0.13990506529808,16,"13_floodplain"
"89",37788,1572997.65362248,5186199.8803918,206.719422,"EolianUncemented",0.000511934319365697,0.000633433476707046,204.392059326172,204.029983520508,0.142750456929207,0.143033564090729,16,"09_beachBarDune"
"90",38154,1573937.94811937,5186506.42769111,204.405021,"Marsh",0.000640200199074422,0.000785664817823781,193.918273925781,199.880310058594,0.168183892965317,0.141338422894478,15,"01_peat"
"91",37788,1575071.51498702,5186234.50542208,182.831691,"EolianUncemented",0.00148725472138243,0.000909353104848873,191.137802124023,191.044174194336,0.142008721828461,0.139394834637642,16,"09_beachBarDune"
"92",37788,1576021.45714434,5186254.58365125,180.392114,"EolianUncemented",0.00112128456889525,0.00074343015494764,188.098220825195,189.983993530273,0.133888199925423,0.132497236132622,15,"09_beachBarDune"
"93",37788,1576885.13209974,5186273.46001047,210.058576,"EolianUncemented",0.00210473702801286,0.00106821006136459,198.072616577148,201.711151123047,0.144323885440826,0.140252128243446,15,"09_beachBarDune"
"94",37787,1565527.86062488,5185393.07069087,199.78098,"Alluvial",0.0028070361238366,0.00372676357651012,204.204605102539,203.259063720703,0.133056968450546,0.140468090772629,16,"13_floodplain"
"95",37787,1566146.75778391,5185340.77798772,209.079494,"Alluvial",0.00201399833798184,0.00232812617980489,199.601425170898,200.873245239258,0.120626091957092,0.128407329320908,16,"13_floodplain"
"96",37787,1566967.06517869,5185369.68966737,185.623945,"Alluvial",0.00193429095686612,0.00253119498962911,187.945190429688,187.293914794922,0.124675467610359,0.132952302694321,15,"13_floodplain"
"97",37787,1568315.50921293,5185777.35917618,174.331961,"Alluvial",0.00390823472031613,0.00282247460913435,182.143478393555,181.273422241211,0.121007859706879,0.13019648194313,15,"13_floodplain"
"98",37787,1569333.349525,5184916.99620918,160.872099,"Alluvial",0.00337822890594195,0.0018208664018219,176.44841003418,172.910614013672,0.126506254076958,0.133757069706917,15,"13_floodplain"
"99",37787,1570052.66818951,5185442.88084538,174.486255,"Alluvial",0.000494371499685235,0.0018208664018219,180.430847167969,179.733673095703,0.129478231072426,0.135939508676529,15,"13_floodplain"
"100",37788,1573159.6561338,5185408.88452072,203.475514,"EolianUncemented",0.000713708306549701,0.000847343699741767,204.759231567383,203.564529418945,0.13808262348175,0.138114541769028,16,"09_beachBarDune"
"101",38154,1574094.79898795,5185324.73713163,192.231332,"Marsh",0.00234463570426938,0.00115494294503953,186.068313598633,196.21760559082,0.167911201715469,0.140160366892815,16,"01_peat"
"102",38256,1574897.57028849,5184855.02977165,180.710445,"Other",0.00197890420406593,0.00109133743031778,178.98991394043,186.758865356445,0.169410228729248,0.137057840824127,15,"05_fluvialEstuarine"
"103",37788,1576012.65912597,5185204.56230523,192.990616,"EolianUncemented",0.00058438517593829,0.000663104545797647,191.246444702148,195.185333251953,0.137601792812347,0.139604076743126,16,"09_beachBarDune"
"104",37788,1577006.70386281,5185050.93198385,207.142715,"EolianUncemented",0.00191780495500932,0.000827301586433199,197.02799987793,202.50016784668,0.139753922820091,0.134700179100037,15,"09_beachBarDune"
"106",37787,1566938.81749313,5184258.64265897,176.616818,"Alluvial",0.00185558866477263,0.00275399442585378,187.215637207031,187.248687744141,0.13062210381031,0.13816425204277,16,"13_floodplain"
"107",37787,1567995.94421632,5184201.89517123,163.807189,"Alluvial",0.00588376990421847,0.00352128305656472,179.114517211914,179.680480957031,0.112933956086636,0.125275745987892,16,"13_floodplain"
"108",38296,1569173.87271522,5184478.78126879,176.745742,"Marsh",0.00249048076041292,0.00302813661971471,164.295700073242,178.873092651367,0.167611166834831,0.133907720446587,16,"01_peat"
"109",37787,1570180.03784961,5183918.4456979,184.844163,"Alluvial",0.00186382866591089,0.0014775717891423,182.296096801758,181.824768066406,0.128487542271614,0.136737316846848,15,"13_floodplain"
"110",37787,1571048.71276255,5183784.08140723,175.940102,"Alluvial",0.00134352835179957,0.00118126640122112,180.250671386719,179.77751159668,0.122054420411587,0.130075320601463,15,"13_floodplain"
"111",37787,1572402.37065978,5184234.93907171,212.24276,"Alluvial",0.000832220230741291,0.00114331333348816,202.359191894531,202.383560180664,0.127233952283859,0.136347696185112,15,"13_floodplain"
"112",37788,1573012.79314202,5184541.0930061,224.167887,"EolianUncemented",0.00155507687927389,0.00114365718468278,207.188385009766,207.291488647461,0.136631861329079,0.135657414793968,15,"09_beachBarDune"
"113",37787,1573882.23512931,5183867.65945718,186.202788,"Alluvial",0.00201810544442407,0.000627745880874061,192.60888671875,190.516464233398,0.125366121530533,0.133992910385132,15,"13_floodplain"
"114",37788,1575032.11013685,5184218.71586076,188.690421,"EolianUncemented",0.00149631358381007,0.000872492381047949,186.967834472656,187.434814453125,0.136666372418404,0.133390828967094,15,"09_beachBarDune"
