CPT_ID, Latitude, Longitude, NZMG Easting, NZMG Northing, NZTM Easting, NZTM Northing, Vs30
3934,-43.497978,172.716225,2487060.65,5745457.21,1577057.63,5183844.1,203.787724
3935,-43.49346,172.717541,2487165.37,5745959.45,1577162.3,5184346.14,195.925159
3937,-43.4926,172.711488,2486675.47,5746053.41,1576672.59,5184440.06,194.489963
3939,-43.49325,172.710606,2486604.35,5745980.95,1576601.5,5184367.62,189.976313
3941,-43.494041,172.711724,2486695.14,5745893.31,1576692.26,5184280.02,193.355217
3944,-43.493195,172.711867,2486706.36,5745987.38,1576703.47,5184374.05,185.04123
3949,-43.496303,172.710536,2486599.87,5745641.73,1576597.03,5184028.54,195.477218
3957,-43.497517,172.710366,2486586.63,5745506.75,1576583.8,5183893.61,190.390217
3958,-43.497953,172.709539,2486519.9,5745458.11,1576517.1,5183844.99,193.399094
3959,-43.496537,172.709758,2486537.02,5745615.52,1576534.21,5184002.34,194.455721
3960,-43.495296,172.707352,2486341.99,5745752.66,1576339.25,5184139.42,198.704816
3963,-43.494144,172.705554,2486196.12,5745880.15,1576193.44,5184266.86,190.85238
3966,-43.497057,172.706545,2486277.34,5745556.85,1576274.63,5183943.68,182.860634
3971,-43.493895,172.705636,2486202.65,5745907.86,1576199.97,5184294.55,186.272596
3973,-43.495998,172.707145,2486325.5,5745674.6,1576322.77,5184061.39,194.714299
3975,-43.495339,172.708051,2486398.55,5745748.12,1576395.79,5184134.88,188.618572
3986,-43.499501,172.710034,2486560.5,5745286.27,1576557.69,5183673.22,194.754966
3988,-43.50141,172.709777,2486540.44,5745074.04,1576537.64,5183461.07,196.046773
3990,-43.501065,172.707314,2486341.11,5745111.75,1576338.39,5183498.76,181.899257
3992,-43.499786,172.708955,2486473.39,5745254.27,1576470.61,5183641.23,194.685667
3993,-43.506095,172.716997,2487126.14,5744555.52,1577123.11,5182942.77,194.304645
3994,-43.488375,172.710954,2486630.66,5746522.67,1576627.79,5184909.13,194.232328
3995,-43.488258,172.711189,2486649.58,5746535.67,1576646.71,5184922.13,191.169495
3996,-43.488061,172.713229,2486814.53,5746558.13,1576811.59,5184944.58,203.48485
3997,-43.486977,172.712033,2486717.39,5746678.28,1576714.49,5185064.68,196.1377
3998,-43.491933,172.712157,2486729.28,5746127.69,1576726.38,5184514.31,184.48127
4012,-43.519097,172.657125,2482290.28,5743092.98,1572289.21,5181480.69,186.56466
4024,-43.514388,172.658556,2482403.84,5743616.59,1572402.71,5182004.1,189.989799
4031,-43.513812,172.653315,2481979.85,5743678.8,1571978.88,5182066.27,168.472119
4036,-43.501468,172.715649,2487015.38,5745069.3,1577012.39,5183456.34,192.573744
4037,-43.499526,172.714548,2486925.64,5745284.75,1576922.68,5183671.71,199.352796
4038,-43.505312,172.717554,2487170.87,5744642.77,1577167.82,5183029.99,193.196869
4039,-43.504026,172.717613,2487175.18,5744785.62,1577172.13,5183172.78,197.295759
4041,-43.502904,172.71664,2487096.07,5744909.99,1577093.05,5183297.1,187.28373
4042,-43.503835,172.715535,2487007.05,5744806.3,1577004.07,5183193.45,187.955658
4043,-43.504091,172.715749,2487024.48,5744777.86,1577021.49,5183165.02,191.35423
4044,-43.503558,172.713568,2486847.86,5744836.53,1576844.94,5183223.66,195.484048
4045,-43.505815,172.715705,2487021.56,5744586.38,1577018.57,5182973.61,193.304999
4046,-43.499121,172.715907,2487035.38,5745330.08,1577032.38,5183717.02,190.590805
4047,-43.499611,172.716143,2487054.6,5745275.69,1577051.59,5183662.65,201.137036
4048,-43.498452,172.714387,2486912.21,5745404.05,1576909.25,5183790.96,199.495991
4050,-43.503736,172.713692,2486857.96,5744816.74,1576855.04,5183203.88,197.882987
4051,-43.498716,172.716898,2487115.38,5745375.34,1577112.34,5183762.26,207.168058
4052,-43.500717,172.714772,2486944.16,5745152.52,1576941.2,5183539.53,185.982356
4055,-43.503175,172.713594,2486849.82,5744879.05,1576846.9,5183266.17,191.776532
4059,-43.505039,172.717595,2487174.13,5744673.05,1577171.08,5183060.25,201.259035
4067,-43.503499,172.71468,2486937.79,5744843.32,1576934.83,5183230.45,181.122023
4069,-43.501992,172.713761,2486862.89,5745010.5,1576859.96,5183397.56,195.782993
4074,-43.502103,172.717553,2487169.6,5744999.29,1577166.55,5183386.36,198.613251
4077,-43.505113,172.71803,2487209.28,5744664.91,1577206.22,5183052.12,205.317067
4080,-43.504945,172.71757,2487172.06,5744683.46,1577169.01,5183070.66,198.079803
4081,-43.502448,172.714305,2486907.04,5744960.04,1576904.09,5183347.12,188.207684
4082,-43.50562,172.717891,2487198.29,5744608.62,1577195.23,5182995.85,192.788809
4083,-43.505394,172.716046,2487048.98,5744633.19,1577045.98,5183020.41,195.523149
4315,-43.513661,172.708816,2486467.51,5743712.71,1576464.77,5182100.28,186.92714
4318,-43.514844,172.708709,2486459.26,5743581.24,1576456.52,5181968.86,182.131141
4319,-43.523466,172.729021,2488104.72,5742628.79,1578101.34,5181016.83,189.105933
4324,-43.536161,172.74064,2489048.49,5741221.28,1579044.76,5179609.91,194.403851
4325,-43.526426,172.731316,2488291.31,5742300.55,1578287.86,5180688.73,192.536024
4330,-43.496174,172.716569,2487087.78,5745657.67,1577084.75,5184044.48,195.144553
4331,-43.502227,172.713323,2486827.55,5744984.31,1576824.64,5183371.38,190.47623
4332,-43.502801,172.71224,2486740.16,5744920.18,1576737.28,5183307.28,194.674105
4333,-43.499981,172.711902,2486711.76,5745233.42,1576708.89,5183620.39,198.023057
4334,-43.502654,172.712918,2486794.98,5744936.71,1576792.08,5183323.8,189.965678
4335,-43.502345,172.711875,2486710.5,5744970.83,1576707.63,5183357.91,191.181558
4338,-43.503811,172.714385,2486914.04,5744808.62,1576911.09,5183195.76,191.152435
4339,-43.503005,172.717729,2487184.15,5744899.11,1577181.09,5183286.22,196.104852
4340,-43.500178,172.714467,2486919.26,5745212.29,1576916.3,5183599.27,196.097083
4342,-43.487346,172.710646,2486605.35,5746636.9,1576602.49,5185023.32,197.008605
4343,-43.476149,172.689862,2484919.47,5747874.89,1574917.26,5186260.79,197.332699
4344,-43.477414,172.691969,2485090.39,5747734.93,1575088.11,5186120.89,186.360441
4345,-43.477469,172.695041,2485339.03,5747729.7,1575336.66,5186115.67,185.944799
4346,-43.481038,172.697152,2485511.22,5747333.85,1575508.78,5185719.97,185.179538
4347,-43.479824,172.697649,2485550.98,5747468.83,1575548.53,5185854.9,188.554184
4355,-43.474794,172.706642,2486276.58,5748030.27,1576273.83,5186416.13,190.354224
4356,-43.477364,172.700504,2485780.91,5747742.97,1575778.36,5186128.94,190.402578
4357,-43.477147,172.701633,2485872.22,5747767.38,1575869.64,5186153.34,192.875358
4396,-43.519597,172.709254,2486505.17,5743053.29,1576502.43,5181441.12,183.033735
4402,-43.484438,172.711258,2486653.76,5746960.09,1576650.88,5185346.38,192.938169
4405,-43.502785,172.698878,2485659.59,5744918.23,1575657.14,5183305.3,186.891155
4406,-43.503072,172.700611,2485799.8,5744886.8,1575797.3,5183273.89,182.641326
4407,-43.502653,172.699124,2485679.4,5744932.98,1575676.94,5183320.05,183.975584
4432,-43.488894,172.681444,2484243.72,5746456.26,1574241.8,5184842.7,189.887936
4433,-43.491852,172.689074,2484862.16,5746129.97,1574860,5184516.55,201.060626
4438,-43.495234,172.690724,2484997.05,5745754.78,1574994.85,5184141.51,190.174339
4439,-43.496363,172.690371,2484968.9,5745629.19,1574966.71,5184015.97,183.087505
4440,-43.496997,172.69039,2484970.74,5745558.73,1574968.55,5183945.54,182.379852
4441,-43.512159,172.703864,2486066.44,5743878.16,1576063.85,5182265.65,181.584922
4449,-43.534603,172.737883,2488825.05,5741393.72,1578821.41,5179782.28,190.824171
4450,-43.493185,172.712446,2486753.15,5745988.61,1576750.25,5184375.28,199.592477
4452,-43.516229,172.654737,2482095.89,5743410.73,1572094.88,5181798.31,173.581837
4480,-43.511028,172.694847,2485336.89,5744001.2,1575334.59,5182388.63,179.711648
4484,-43.509718,172.696824,2485496.22,5744147.36,1575493.85,5182534.74,181.271553
4492,-43.502193,172.711294,2486663.47,5744987.57,1576660.62,5183374.64,195.278999
4493,-43.499116,172.711919,2486712.81,5745329.55,1576709.93,5183716.48,195.776149
4498,-43.499881,172.711875,2486709.51,5745244.58,1576706.64,5183631.55,198.812869
4499,-43.499946,172.711594,2486686.83,5745237.26,1576683.97,5183624.23,195.744153
4500,-43.500472,172.711302,2486663.47,5745178.76,1576660.62,5183565.75,198.370207
4505,-43.505266,172.715416,2486997.96,5744647.25,1576994.98,5183034.46,193.118577
4507,-43.486031,172.706493,2486268.84,5746781.77,1576266.11,5185168.12,192.559826
4509,-43.502509,172.715948,2487039.93,5744953.67,1577036.93,5183340.76,190.359624
4511,-43.500623,172.715715,2487020.36,5745163.15,1577017.36,5183550.16,196.336551
4513,-43.483318,172.703765,2486047.09,5747082.42,1576044.45,5185468.65,198.947353
4514,-43.501039,172.716055,2487048.08,5745117.02,1577045.07,5183504.04,198.467939
4515,-43.483025,172.703714,2486042.87,5747114.97,1576040.23,5185501.19,199.604527
4516,-43.501649,172.716029,2487046.15,5745049.32,1577043.15,5183436.37,193.986914
4517,-43.502981,172.714937,2486958.36,5744900.93,1576955.39,5183288.04,182.909958
4518,-43.497629,172.714192,2486896.09,5745495.37,1576893.14,5183882.24,190.715597
4519,-43.504711,172.716047,2487048.77,5744709.11,1577045.77,5183096.3,199.881297
4520,-43.499024,172.714281,2486903.78,5745340.47,1576900.83,5183727.4,203.207023
4521,-43.500322,172.71575,2487023.13,5745196.68,1577020.13,5183583.67,197.333019
4522,-43.481847,172.709201,2486486.31,5747247.46,1576483.49,5185633.63,199.740019
4523,-43.502354,172.715577,2487009.85,5744970.82,1577006.86,5183357.9,194.763602
4524,-43.502726,172.716221,2487062.12,5744929.64,1577059.11,5183316.74,190.535747
4525,-43.481788,172.709383,2486501.03,5747254.01,1576498.21,5185640.18,192.021868
4527,-43.502933,172.715899,2487036.14,5744906.57,1577033.14,5183293.68,192.742881
4528,-43.499819,172.714252,2486901.79,5745252.12,1576898.84,5183639.09,192.089398
4529,-43.502781,172.715485,2487002.61,5744923.4,1576999.63,5183310.5,186.39759
4530,-43.503363,172.715019,2486965.15,5744858.53,1576962.18,5183245.66,187.218475
4531,-43.502321,172.716277,2487066.49,5744974.63,1577063.48,5183361.71,187.559754
4532,-43.476524,172.698773,2485640.57,5747835.79,1575638.08,5186221.72,184.92053
4533,-43.501524,172.715997,2487043.53,5745063.14,1577040.53,5183450.19,196.881344
4534,-43.502285,172.714782,2486945.54,5744978.26,1576942.58,5183365.34,179.519761
4535,-43.475644,172.698719,2485635.84,5747933.52,1575633.35,5186319.41,191.683134
4542,-43.521342,172.688737,2484847.05,5742853.5,1574844.97,5181241.37,189.067042
4546,-43.522896,172.687683,2484762.49,5742680.47,1574760.45,5181068.41,181.540169
4556,-43.499823,172.716127,2487053.45,5745252.17,1577050.44,5183639.14,192.948698
4558,-43.510546,172.695737,2485408.67,5744055.04,1575406.34,5182442.45,190.617395
4560,-43.498555,172.715219,2486979.48,5745392.79,1576976.5,5183779.7,193.301803
4565,-43.521003,172.693733,2485250.89,5742892.63,1575248.65,5181280.49,191.882233
4566,-43.498528,172.714318,2486906.64,5745395.56,1576903.69,5183782.47,192.676158
4569,-43.519459,172.690835,2485015.95,5743063.29,1575013.8,5181451.08,189.08068
4570,-43.518594,172.690349,2484976.27,5743159.32,1574974.13,5181547.07,180.553234
4571,-43.518554,172.690152,2484960.34,5743163.71,1574958.21,5181551.46,178.789476
4572,-43.518204,172.689576,2484913.6,5743202.34,1574911.49,5181590.07,177.632114
4573,-43.502045,172.714822,2486948.73,5745004.99,1576945.77,5183392.06,175.933191
4574,-43.504202,172.715805,2487029.05,5744765.58,1577026.06,5183152.74,183.602981
4575,-43.519177,172.691968,2485107.46,5743094.95,1575105.27,5181482.73,195.378106
4576,-43.501073,172.7157,2487019.37,5745113.19,1577016.38,5183500.21,200.952637
4577,-43.519037,172.692005,2485110.35,5743110.6,1575108.16,5181498.38,192.21391
4582,-43.493457,172.714656,2486932.01,5745959.02,1576929.03,5184345.71,195.631328
4583,-43.495434,172.709592,2486523.18,5745738,1576520.37,5184124.77,192.706566
4585,-43.504819,172.716302,2487069.47,5744697.16,1577066.46,5183084.35,205.136245
4593,-43.513824,172.691626,2485077.58,5743689.63,1575075.39,5182077.18,182.088912
4595,-43.514224,172.691326,2485053.45,5743645.05,1575051.27,5182032.61,179.35715
4598,-43.51238,172.703228,2486015.1,5743853.49,1576012.53,5182240.99,194.962469
4600,-43.515076,172.699264,2485695.71,5743552.75,1575693.28,5181940.36,201.952977
4624,-43.510163,172.725506,2487815.69,5744105.94,1577812.4,5182493.38,192.518377
4625,-43.505543,172.717994,2487206.53,5744617.16,1577203.47,5183004.39,194.883403
4626,-43.502756,172.712067,2486726.21,5744925.23,1576723.34,5183312.32,197.754728
4628,-43.503288,172.718261,2487227.34,5744867.82,1577224.27,5183254.95,197.852146
4629,-43.502489,172.714911,2486956.1,5744955.69,1576953.13,5183342.78,182.066986
4631,-43.503632,172.714179,2486897.33,5744828.44,1576894.39,5183215.58,181.757822
4638,-43.521321,172.685782,2484608.21,5742854.97,1574606.23,5181242.83,178.307684
4639,-43.536182,172.738503,2488875.71,5741218.48,1578872.05,5179607.11,193.625764
4640,-43.499985,172.712331,2486746.47,5745233.15,1576743.58,5183620.12,198.403463
4641,-43.501575,172.712381,2486751.11,5745056.46,1576748.22,5183443.5,185.71361
4642,-43.501631,172.712281,2486743.02,5745050.29,1576740.14,5183437.33,188.831373
4643,-43.501983,172.713041,2486804.65,5745011.33,1576801.74,5183398.39,189.942477
4644,-43.485965,172.681606,2484255.65,5746781.75,1574253.72,5185168.07,194.199029
4648,-43.496203,172.691704,2485076.66,5745647.39,1575074.43,5184034.17,185.15283
4651,-43.510296,172.697176,2485524.91,5744083.23,1575522.53,5182470.63,189.071143
4657,-43.513362,172.707203,2486336.93,5743745.48,1576334.24,5182133.03,189.593559
4659,-43.497012,172.68886,2484847.02,5745556.68,1574844.88,5183943.49,198.760133
4667,-43.49453,172.691193,2485034.68,5745833.11,1575032.46,5184219.81,188.690421
4668,-43.524788,172.68898,2484868.19,5742470.68,1574866.11,5180858.7,191.55588
4669,-43.494562,172.691459,2485056.19,5745829.66,1575053.96,5184216.36,196.95353
4670,-43.496665,172.688257,2484798.07,5745594.96,1574795.95,5183981.75,190.254147
4672,-43.496636,172.688249,2484797.38,5745598.22,1574795.26,5183985.01,193.416304
4673,-43.497805,172.689414,2484892.12,5745468.7,1574889.96,5183855.54,192.23648
4681,-43.502871,172.69807,2485594.27,5744908.42,1575591.85,5183295.5,185.023026
4682,-43.504387,172.699762,2485731.7,5744740.51,1575729.23,5183127.66,198.696645
4685,-43.520447,172.689891,2484940.05,5742953.23,1574937.93,5181341.06,183.358036
4703,-43.50712,172.691412,2485057.55,5744434.41,1575055.35,5182821.66,190.141076
4705,-43.502904,172.701527,2485873.8,5744905.8,1575871.27,5183292.88,189.77928
4707,-43.506446,172.699735,2485730.36,5744511.73,1575727.89,5182898.97,197.178288
4708,-43.509784,172.696118,2485439.17,5744139.79,1575436.83,5182527.17,193.288995
4710,-43.508163,172.698626,2485641.32,5744320.65,1575638.89,5182707.96,190.414698
4786,-43.501969,172.711307,2486664.39,5745012.43,1576661.54,5183399.49,188.081982
4787,-43.483111,172.704562,2486111.51,5747105.71,1576108.84,5185491.93,189.514996
4792,-43.503773,172.717673,2487179.97,5744813.76,1577176.92,5183200.91,200.750247
4793,-43.498316,172.712939,2486795.03,5745418.76,1576792.12,5183805.66,198.196081
4794,-43.525326,172.731862,2488335.07,5742422.96,1578331.6,5180811.09,201.520918
4806,-43.492337,172.71221,2486733.75,5746082.81,1576730.85,5184469.45,185.17356
4807,-43.503637,172.714173,2486896.84,5744827.89,1576893.9,5183215.03,191.090593
4808,-43.502247,172.715194,2486978.86,5744982.64,1576975.88,5183369.72,182.096216
4925,-43.522805,172.688281,2484810.8,5742690.82,1574808.74,5181078.75,183.087199
4926,-43.524605,172.688188,2484804.08,5742490.82,1574802.03,5180878.83,183.034812
4927,-43.520817,172.690458,2484986.01,5742912.37,1574983.88,5181300.22,187.141401
4928,-43.519812,172.691467,2485067.18,5743024.34,1575065.01,5181412.15,186.275195
4929,-43.519649,172.690999,2485029.3,5743042.27,1575027.15,5181430.07,188.797782
4935,-43.520278,172.693348,2485219.44,5742973.08,1575217.21,5181360.91,194.621323
4936,-43.514991,172.693901,2485262.01,5743560.59,1575259.75,5181948.19,188.058119
4937,-43.513735,172.693198,2485204.69,5743699.99,1575202.45,5182087.53,185.39126
4969,-43.508776,172.707704,2486375.69,5744255.13,1576372.97,5182642.48,191.674138
4970,-43.510498,172.705677,2486212.41,5744063.25,1576209.76,5182450.67,190.910791
4972,-43.522275,172.708242,2486424.39,5742755.5,1576421.69,5181143.45,195.614948
4977,-43.488473,172.681321,2484233.63,5746503.05,1574231.71,5184889.48,197.6577
4980,-43.489692,172.682566,2484334.84,5746367.97,1574332.89,5184754.45,200.334664
4986,-43.495318,172.690887,2485010.22,5745745.4,1575008.01,5184132.14,193.325439
4987,-43.495651,172.687456,2484732.88,5745707.43,1574730.78,5184094.18,198.529039
4988,-43.496377,172.689984,2484937.63,5745627.53,1574935.45,5184014.31,196.29019
4989,-43.496303,172.689764,2484919.82,5745635.71,1574917.65,5184022.49,197.999314
4990,-43.496597,172.690244,2484958.74,5745603.19,1574956.55,5183989.98,182.651033
5001,-43.503868,172.697854,2485577.15,5744797.6,1575574.74,5183184.72,183.479268
5019,-43.504329,172.718135,2487217.51,5744752.09,1577214.44,5183139.26,197.59644
5022,-43.501826,172.710946,2486635.15,5745028.21,1576632.31,5183415.26,191.074576
5023,-43.477277,172.689698,2484906.63,5747749.52,1574904.43,5186135.47,191.12584
5024,-43.480571,172.697508,2485539.86,5747385.86,1575537.41,5185771.96,189.355054
5026,-43.555844,172.750708,2489868.77,5739036.95,1579864.76,5177426.49,186.986125
5027,-43.552033,172.747694,2489623.94,5739459.6,1579620.02,5177848.96,185.84437
5039,-43.481547,172.708455,2486425.85,5747280.52,1576423.05,5185666.68,193.858053
5040,-43.473648,172.706099,2486232.14,5748157.51,1576229.41,5186543.32,196.405301
5041,-43.51955,172.685055,2484548.69,5743051.42,1574546.73,5181439.2,182.378215
5043,-43.522343,172.688457,2484824.83,5742742.17,1574822.76,5181130.08,189.337181
5044,-43.521535,172.688946,2484864.07,5742832.1,1574861.99,5181219.98,184.230274
5045,-43.521598,172.68845,2484823.98,5742824.94,1574821.91,5181212.82,185.893104
5046,-43.52509,172.689082,2484876.53,5742437.22,1574874.45,5180825.25,197.367107
5047,-43.52247,172.689003,2484869.08,5742728.25,1574867,5181116.17,191.438302
5048,-43.521207,172.687224,2484724.68,5742868.02,1574722.65,5181255.88,179.673706
5049,-43.521936,172.686059,2484630.79,5742786.67,1574628.8,5181174.56,184.867582
5050,-43.521215,172.685726,2484603.61,5742866.71,1574601.63,5181254.57,180.888359
5051,-43.522373,172.689932,2484944.11,5742739.25,1574942,5181127.17,187.946958
5052,-43.51864,172.690634,2484999.32,5743154.21,1574997.18,5181541.96,194.41647
5054,-43.518911,172.692308,2485134.82,5743124.7,1575132.62,5181512.47,191.376413
5055,-43.513276,172.697083,2485518.61,5743752.13,1575516.24,5182139.66,188.095361
5056,-43.509662,172.697096,2485518.21,5744153.67,1575515.83,5182541.04,191.786981
5067,-43.50073,172.716329,2487070.11,5745151.46,1577067.09,5183538.47,201.764375
5069,-43.510623,172.697026,2485512.92,5744046.83,1575510.55,5182434.25,191.666568
5072,-43.502919,172.717182,2487139.92,5744908.53,1577136.88,5183295.64,198.84914
5073,-43.504225,172.714847,2486951.58,5744762.72,1576948.62,5183149.88,191.853502
5074,-43.503642,172.716278,2487067.03,5744827.9,1577064.02,5183215.04,188.486341
5075,-43.499593,172.713116,2486809.83,5745276.86,1576806.92,5183663.82,191.066818
5087,-43.481658,172.710829,2486617.97,5747268.86,1576615.1,5185655.03,200.880004
5088,-43.519363,172.69794,2485590.33,5743076.06,1575587.95,5181463.86,191.093466
5092,-43.513669,172.692779,2485170.73,5743707.18,1575168.5,5182094.72,189.447836
5101,-43.480667,172.695231,2485355.64,5747374.52,1575353.27,5185760.62,190.894003
5102,-43.498137,172.716453,2487079.17,5745439.63,1577076.15,5183826.53,204.52023
5103,-43.505235,172.717825,2487192.76,5744651.36,1577189.71,5183038.57,192.322596
5106,-43.485843,172.685472,2484568.32,5746796.52,1574566.26,5185182.84,193.052914
5108,-43.482024,172.685164,2484541.83,5747220.73,1574539.78,5185606.88,187.441168
5111,-43.496954,172.687431,2484731.41,5745562.64,1574729.31,5183949.44,200.233449
5114,-43.499541,172.689809,2484924.76,5745275.99,1574922.59,5183662.91,182.482166
5116,-43.49974,172.688587,2484826.07,5745253.51,1574823.94,5183640.43,175.438243
5118,-43.497571,172.690619,2484989.46,5745495.05,1574987.26,5183881.88,181.06547
5120,-43.499262,172.690761,2485001.7,5745307.28,1574999.5,5183694.19,179.567301
5124,-43.510033,172.704974,2486155.41,5744114.65,1576152.78,5182502.05,191.304123
5129,-43.513445,172.706222,2486257.68,5743735.97,1576255.02,5182123.53,194.852934
5130,-43.522537,172.66724,2483109.66,5742714.03,1573108.27,5181101.91,181.23605
5135,-43.502621,172.710881,2486630.2,5744939.81,1576627.36,5183326.9,199.646456
5136,-43.500395,172.71259,2486767.56,5745187.64,1576764.67,5183574.63,203.605137
5138,-43.500038,172.715431,2486997.23,5745228.09,1576994.24,5183615.07,200.479963
5140,-43.519597,172.69292,2485184.53,5743048.62,1575182.31,5181436.42,192.400048
5143,-43.504533,172.716756,2487106.09,5744729.09,1577103.07,5183116.27,179.49921
5144,-43.478923,172.709059,2486473.69,5747572.18,1576470.87,5185958.22,185.918598
5157,-43.502962,172.700774,2485813,5744899.15,1575810.49,5183286.24,184.934714
5159,-43.504476,172.701225,2485850.07,5744730.97,1575847.55,5183118.12,195.87287
5161,-43.503425,172.7,2485750.54,5744847.38,1575748.06,5183234.48,181.494233
5163,-43.507614,172.691648,2485076.8,5744379.62,1575074.59,5182766.89,181.57856
5174,-43.47788,172.688292,2484793.14,5747682.1,1574790.98,5186068.08,187.454102
5185,-43.520524,172.706689,2486298.13,5742949.6,1576295.47,5181337.47,192.319513
5186,-43.521133,172.709011,2486486.13,5742882.57,1576483.4,5181270.47,199.454724
5206,-43.505591,172.715728,2487023.32,5744611.18,1577020.33,5182998.41,195.663584
5207,-43.504322,172.715558,2487009.06,5744752.16,1577006.08,5183139.33,190.911843
5208,-43.50341,172.716395,2487076.43,5744853.73,1577073.42,5183240.86,188.23025
5209,-43.501729,172.717321,2487150.72,5745040.78,1577147.67,5183427.84,193.323259
5210,-43.487465,172.709836,2486539.86,5746623.37,1576537.03,5185009.79,192.788325
5212,-43.499441,172.712217,2486737.03,5745293.5,1576734.15,5183680.45,195.636214
5216,-43.524027,172.73069,2488239.87,5742566.89,1578236.44,5180954.96,193.638413
5217,-43.498959,172.711095,2486646.12,5745346.81,1576643.27,5183733.74,194.441525
5219,-43.51248,172.691791,2485090.37,5743838.94,1575088.17,5182226.43,173.924086
5220,-43.51403,172.690082,2484952.86,5743666.29,1574950.72,5182053.84,190.476521
5221,-43.517979,172.691077,2485034.9,5743227.79,1575032.74,5181615.52,180.658398
5227,-43.507428,172.691463,2485061.75,5744400.17,1575059.55,5182787.43,183.880001
5230,-43.503312,172.699725,2485728.24,5744859.86,1575725.77,5183246.96,194.737165
5231,-43.503893,172.697881,2485579.4,5744794.8,1575576.99,5183181.92,196.508262
5253,-43.498,172.681418,2484245.49,5745444.58,1574243.59,5183831.42,174.743758
5258,-43.522372,172.688376,2484818.34,5742738.97,1574816.28,5181126.88,183.836538
5259,-43.52053,172.685366,2484574.17,5742942.69,1574572.2,5181330.52,189.174057
5261,-43.510579,172.697063,2485515.94,5744051.73,1575513.57,5182439.14,188.502024
5262,-43.508796,172.698239,2485610.27,5744250.23,1575607.86,5182637.57,194.238552
5274,-43.520028,172.70738,2486353.85,5743004.96,1576351.17,5181392.81,197.741569
5275,-43.488892,172.681914,2484281.8,5746456.65,1574279.86,5184843.09,183.798004
5288,-43.493578,172.710714,2486613.24,5745944.45,1576610.39,5184331.14,187.014968
5293,-43.478661,172.69453,2485298.13,5747597.2,1575295.77,5185983.22,188.477625
5295,-43.478792,172.692691,2485149.39,5747582.1,1575147.09,5185968.12,188.638933
5299,-43.4784,172.694305,2485279.82,5747626.04,1575277.47,5186012.04,193.110808
5302,-43.478231,172.694169,2485268.79,5747644.81,1575266.45,5186030.81,191.78393
5303,-43.479957,172.698008,2485580.06,5747454.24,1575577.6,5185840.32,185.969726
5318,-43.475103,172.707741,2486365.59,5747996.24,1576362.81,5186382.12,192.544321
5319,-43.488064,172.707368,2486340.41,5746556.18,1576337.66,5184942.62,184.804787
5320,-43.492635,172.710266,2486576.62,5746049.17,1576573.78,5184435.82,179.451372
5321,-43.50294,172.709823,2486544.77,5744904.11,1576541.97,5183291.21,197.971003
5345,-43.520613,172.693926,2485266.35,5742936.01,1575264.1,5181323.86,193.037501
5367,-43.512322,172.694986,2485348.67,5743857.47,1575346.37,5182244.96,183.397148
5370,-43.520048,172.696865,2485503.7,5742999.71,1575501.36,5181387.54,189.788168
5373,-43.519633,172.686497,2484665.24,5743042.65,1574663.23,5181430.44,187.330749
5376,-43.521152,172.690554,2484993.87,5742875.18,1574991.73,5181263.04,184.24202
5378,-43.523914,172.688258,2484809.43,5742567.6,1574807.38,5180955.58,186.060117
5380,-43.520583,172.688209,2484804.1,5742937.65,1574802.04,5181325.49,183.331003
5402,-43.502843,172.698605,2485637.48,5744911.64,1575635.04,5183298.72,183.815591
5403,-43.501555,172.711883,2486710.84,5745058.55,1576707.97,5183445.59,197.148837
5407,-43.483421,172.710796,2486615.99,5747073.02,1576613.12,5185459.26,196.2499
5423,-43.510995,172.726944,2487932.29,5744013.87,1577928.95,5182401.35,184.887102
5458,-43.556546,172.734627,2488569.56,5738954.92,1578566.09,5177344.46,184.474903
5459,-43.556525,172.736974,2488759.27,5738957.92,1578755.72,5177347.46,173.744223
5460,-43.558428,172.738458,2488879.77,5738746.81,1578876.18,5177136.44,186.789962
5461,-43.560476,172.739596,2488972.48,5738519.57,1578968.86,5176909.3,188.053669
5493,-43.492679,172.71674,2487100.31,5746046.08,1577097.27,5184432.74,199.99838
5494,-43.49371,172.716494,2487080.8,5745931.48,1577077.77,5184318.18,201.439523
5495,-43.496317,172.709587,2486523.09,5745639.91,1576520.28,5184026.72,198.556958
5496,-43.501881,172.715236,2486982.14,5745023.24,1576979.16,5183410.3,187.262421
5497,-43.497572,172.71475,2486941.23,5745501.89,1576938.26,5183888.76,195.689252
5502,-43.479984,172.695816,2485402.72,5747450.51,1575400.33,5185836.59,190.00895
5506,-43.434777,172.695309,2485343.37,5752472.88,1575340.94,5190857,185.891345
5507,-43.434756,172.695606,2485367.42,5752475.37,1575364.98,5190859.49,184.668359
5508,-43.430228,172.69463,2485286.58,5752978.05,1575284.17,5191361.98,195.981897
5509,-43.552506,172.750152,2489822.73,5739407.67,1579818.73,5177797.06,197.260104
5510,-43.553331,172.749165,2489743.27,5739315.74,1579739.31,5177705.17,193.446663
5515,-43.512307,172.694989,2485348.89,5743859.17,1575346.59,5182246.66,187.951202
5516,-43.519246,172.692868,2485180.18,5743087.56,1575177.97,5181475.35,187.279745
5517,-43.476692,172.697891,2485569.29,5747816.86,1575566.82,5186202.79,189.963997
5519,-43.520058,172.692861,2485179.97,5742997.36,1575177.76,5181385.18,181.921178
5520,-43.519002,172.688591,2484834.33,5743113.48,1574832.25,5181501.25,188.489151
