NZTM_X NZTM_Y Vs30
1748458.0 5426347.0 
1557100.047023338 5166620.906872913 202.85532168336783
1571970.0 5182750.0 170.0707374493939
1895050.7737800109 5818362.663726086 175.3676781974649
1559139.0 5168954.0 188.18056302440817
1792171.0 5772208.0 149.41480627631572
1792226.0 5772382.0 171.39076904539664
1806243.09 5808051.93 192.75711499978942
1574315.468153815 5182626.202102266 158.9616674923198
1805226.0 5791842.0 168.6658493780662
1794160.0 5819880.0 163.702380458726
1799467.0 5815152.0 148.5335664791028
1795967.0 5818528.0 138.21190864679247
1798600.0 5813547.0 128.1559492354288
1796603.0 5819209.0 180.6491920565773
1785815.0 5871751.0 102.00838531602734
1796089.0 5820628.0 191.54377774635051
1796632.0 5819419.0 161.63690965612025
1805320.0 5791569.0 159.65427130934518
1795682.0 5818040.0 140.95714405250794
1796098.0 5818115.0 124.82443692627848
1796174.0 5819658.0 179.9855716675969
1796035.0 5819911.0 177.84630842027312
1797539.0 5823098.0 142.45478868650792
1797605.0 5823128.0 161.5199108719212
1764539.0 5814565.0 125.41266264375501
1822428.0 5829259.0 181.34376848488867
1685485.651444435 5401189.446526725 160.25228235453574
1568144.0 5186489.0 196.63138358061641
1568111.0 5186608.0 156.20807766313902
1568061.0 5186597.0 148.9208776641469
1568181.0 5186379.0 180.59530548169056
1571734.39 5184894.38 210.84858190522664
1894025.65 5820582.88 205.02622930343907
1855005.1 5877239.19 155.5476512207302
1895075.36 5819987.78 207.67746894066624
1717816.777560559 6044701.386697488 174.1248380667842
1717864.435512509 6051429.136755733 116.53263360843683
1717934.992277448 6051493.654027501 134.91190806829337
1681873.0 6027341.0 102.67274455210705
1694553.337162765 5997540.784953253 123.89332638226118
1720244.0 6043852.0 178.4092436083526
1720888.0 6045010.0 124.48956103459035
1568075.0 5186331.0 168.8683462585683
1559533.0 5168567.0 173.38894593711302
1889657.65 5822529.62 172.22910182817844
1816749.63458033 5806198.174467519 159.48491354866673
1816750.929267131 5806360.635713218 165.9969417076573
1499331.97 5137812.16 212.99352157348702
1284290.0 4883043.0 261.70040002013315
1567702.109490966 5181555.732771829 153.57048346512238
1578449.579371313 5177305.550135043 239.1287234562387
2035856.5031586168 5709683.886524111 140.24238888463398
1790386.0 5829666.0 168.02206597867934
1563491.0 5182798.0 196.96704223789175
1794121.9387999782 5824398.555138398 170.5615883607884
1575307.0 5178160.0 151.76834468952023
1567983.4 5205020.5 193.43495489220342
1747255.0 5972169.0 
1570461.19 5177595.5 141.03524169048265
1749432.209654897 5428857.5261497665 203.52243170878813
1574713.056327576 5182402.089229119 188.04546561057205
1801826.8252806482 5814591.779854109 155.61910426594417
1567115.0 5181966.0 224.33009142306986
1798584.0 5816531.0 144.85726646721722
1799225.0 5816205.0 173.31067698737303
1795351.0 5820967.0 180.12172482113272
1574428.9 5184811.6 194.3741278721004
1574548.1 5184818.9 194.0389673090169
1576870.9122006819 5184247.171369264 
1576592.1807829558 5183710.753237185 184.40375775354588
1571608.77 5192408.18 160.1092396053847
1570843.28 5202456.34 183.47301363377477
1569401.15 5179003.57 159.69064594383025
1564529.58 5173726.85 139.66049654182652
1564679.72 5173995.74 154.18820007611353
1573741.82 5180365.31 221.39196559327314
1576950.1605688282 5183063.407237033 188.25891864633525
1620253.380330906 5428657.671106577 210.77050475824632
1573062.8 5186522.1 195.0024814697474
1592262.1645113481 5481061.905593024 141.31431029894154
1773135.03 5898110.81 108.6691411731434
1567494.62 5174837.79 146.75182374502896
1755334.61 5925149.36 149.92504534378924
1405519.36 4914751.5 131.77780514934145
1565396.69 5180690.71 184.70043942159307
1569531.0 5181263.03 237.8331461185557
1571553.09 5182137.49 162.84269535271773
1623289.93 5432436.7 179.12750191678552
1744045.0 5918364.0 131.28996559343366
1623296.68 5432398.04 167.5261700433448
1763218.0 5908776.0 124.01749327297259
1567470.6 5181608.49 190.32327854396877
1573117.08 5182720.66 219.02740119193436
1768218.8601236718 5887676.498326241 157.8730811780805
1767611.0 5887999.0 154.31285476355112
1946637.0 5791833.26 162.36462105912136
1950312.85 5793523.84 204.37185623260402
1948615.66 5792072.98 202.05087465396662
1575920.358301112 5186697.816087277 218.6110832769398
1571261.624 5179898.626 192.52522053038243
1571196.875 5179824.714 147.87120214101756
1571208.072 5179737.48 
1882280.175592571 5771624.472038269 194.11090251129173
1882148.934830594 5771617.699535624 171.50924190199638
1805269.935277595 5810305.259747078 185.7393356651269
1567083.812142701 5180317.3928549485 160.56381480733975
1799595.0 5815548.0 161.78151758716086
1816544.0 5805810.0 142.84113141246084
1815837.0 5805843.0 176.0733787300357
1573276.575038758 5178317.606978295 169.3923164499636
1257994.0 5005367.0 181.22864688091644
1570047.2141633208 5181008.225349585 166.14278633387573
1656215.269614931 5305295.68462857 202.19619553632214
1575520.0657181481 5179127.416466318 225.61684131664893
1571327.634532849 5177437.9202983435 154.40712659000076
1570204.082193115 5189965.636254529 100.76588396740762
1571362.137531696 5196917.139279614 153.6568539606711
1570520.6930708059 5182898.512817567 203.61336957569918
1572084.476375581 5178826.057556463 155.21751474848074
1866775.0 5721557.0 180.2387289271593
1861884.4 5722599.2 174.66827859956672
1859933.5 5726817.4 187.55920680923097
1855130.7 5730208.7 205.6946211137461
1852330.4 5731671.5 171.92160136790193
1849760.8 5732729.7 163.59465377603692
1848376.7 5734720.5 172.86326509603924
1847367.2 5737527.5 153.0254569675311
1863019.119815923 5722198.230337845 202.8921730839294
1862229.4423637681 5722470.870620235 193.021815842743
1859825.982578343 5727229.540976653 177.53359138559273
1858742.512761801 5728686.896882024 216.7832843353273
1856992.74719371 5729598.819218836 164.23266807071596
1869917.4 5720406.2 226.62036217772786
1867376.3 5721425.5 173.80210797103285
1845472.4 5741346.4 149.809378678879
1844515.6 5743496.6 180.22169295115776
1623247.762669403 5431873.71337148 157.47242081011916
1623147.248073506 5431875.144208182 197.56448589079145
1258174.1 5004882.02 145.8669506585546
1565233.935571263 5173488.815333871 116.76348988891786
1559306.0 5169078.0 221.0420510854789
1570673.04 5176266.76 161.7927857179835
1951525.21 5790818.38 153.42391156414968
1258305.93 5005897.62 217.58373723302324
1570923.4 5182777.2 197.3635854593984
1762269.89 5431459.58 168.09424052050446
1792120.0 5842458.0 162.64301487027373
1796069.0 5819387.0 168.87854655648636
1952351.9 5790094.84 141.81856320553013
1948889.34 5791892.2 158.60026008196434
1950926.8 5791565.88 205.78130916517264
1449987.928045811 5292746.89175449 218.03998630430988
1568876.0 5182509.0 131.70134794299994
1406245.56 4914168.19 97.42641999479778
1405511.52 4913748.47 116.01223553578461
1748785.12 5426806.39 168.05175741660534
1572613.18 5176396.45 131.2684820559419
1570568.41 5181807.97 167.88213956426165
1570224.7466302682 5180965.547238013 184.22212262743656
1565945.2309163832 5174586.204139664 149.59922596954223
1567664.0 5177793.0 125.67113640717119
1796578.0608218869 5819305.809399605 153.50408935994997
1797443.632398844 5816064.051491968 
1804853.0 5791469.0 175.29409270213122
1766458.865185568 5912808.229501581 138.64145120420665
1767978.6137684858 5911898.581356703 136.42440973838802
1769815.4577103518 5911230.969508547 200.03401733075685
1884241.06 5824256.32 156.29744790808985
1564889.8976133482 5175339.729098467 138.64236353186874
1754463.572 5445177.885 163.71830880713497
1801287.0 5796158.0 118.22960342472366
1789309.0 5518539.0 199.12352180772118
1787181.0 5490811.0 211.1031413133841
1790301.0 5497156.0 221.1745570114077
1573084.367354215 5180982.454540071 203.67136063359604
1781451.0 5492684.0 197.44353645516347
1570601.0 5181570.0 153.9683292423901
1571218.026978345 5181062.269912461 182.66657382371508
1759631.51 5908395.23 128.9521109088469
1759848.9 5908100.46 136.64841363266933
1578569.5242996758 5180478.338659787 239.63423161171252
1571401.936562344 5178700.076900529 146.25080080767015
1608131.844343655 5434202.428585643 138.1642352973485
1608313.08599053 5433032.578003985 161.0162254979692
1614300.8770694032 5425468.794679526 287.4088836651735
1679815.120765581 5402104.340132634 182.6674629768267
1619671.389300066 5427609.048721547 247.41814642761892
1572130.343342059 5181995.843848254 106.72368278444115
1561218.636033806 5174567.465883322 224.28052062174743
1574734.7 5181248.47 193.7188699218081
1571805.7144454431 5181497.268356393 133.04982622585948
1890994.769876971 5814649.138505034 118.59615550593402
1564898.71 5172580.43 157.93180842212078
1569559.97719101 5186477.549292028 134.88224991489437
1875666.0 5822487.0 138.54626460481487
1884270.7646902718 5824112.612269195 133.15259029631886
1884366.539229825 5824114.071913538 143.1616508198895
1876087.769251419 5823581.736783887 122.11139531553971
1882087.0 5825873.0 121.19199645161359
1878778.342405261 5822975.940025905 127.16275688839585
1873928.5 5823030.6 143.50889032515371
1873875.144912679 5823155.4544367315 119.53893736742599
1874242.635926269 5823135.473093795 151.35496845817116
1873814.669978635 5823275.237631672 141.9072767390625
1569627.368291883 5181274.110390262 221.70174891179295
1885712.535008662 5823454.161186042 122.43888007674774
1885484.0453299591 5823690.419889605 145.65172056347419
1879474.199759231 5824820.185978043 134.63205917869874
1879309.7721169018 5824341.15376345 140.56437546916786
1879125.766589362 5823977.11699605 137.4032521928918
1892738.3886413781 5820332.208322613 
1569599.57974658 5181251.818075738 228.98987662318328
1573334.222254502 5181947.154120482 152.47387001133401
1578845.241233435 5179693.132816603 
1571629.183850933 5181483.088887527 201.21231109367736
1890771.991050375 5814536.481979885 105.24657592125868
1891128.443890476 5814900.370222174 117.87593362371332
1571298.01305787 5181484.778830209 196.22263553218718
1892326.764637473 5820278.867833726 189.28584581917397
1889810.534529554 5820184.450109817 75.65814673063058
1572388.616170741 5184231.944508679 188.13518775665273
1572242.3300088982 5180958.022708373 213.8961981949478
1797352.48814732 5818622.875687804 158.39150766159491
1797384.396875196 5818541.834653357 158.64803834578694
1796101.0 5819362.0 165.59664255545238
1796373.8612100468 5819518.769920286 176.75683214658602
1803725.753637055 5814690.648873629 
1572868.0 5182404.0 166.82503341512182
1883604.311518861 5772298.446487987 164.65770084087083
1948298.9309999999 5791313.086 177.63732499722138
1565066.318076844 5175267.305771554 148.05449090951953
1815192.830291443 5803354.758780937 
1563395.6870770492 5165679.784713736 173.9378322537644
1576126.8 5177243.9 185.31038349536874
1805643.0 5812939.0 190.22500234690435
1575644.5014120392 5181375.736378442 177.10464848480717
1569274.2 5182207.6 176.95297963918318
1569281.4 5182119.1 183.35314671903507
1567894.3557450832 5178192.225171752 214.92655196070984
1756771.27 5921618.06 149.01833044889693
1756804.7 5921660.3 136.48390134942892
1756619.25 5921535.75 119.54953883822121
1854514.3735829482 5897942.556538465 160.06283312292547
1566617.850030215 5177103.039235331 138.05711828651908
1794217.744654 5824210.620155999 172.53414591904522
1935333.858 5786941.73 158.04514537290504
1755297.97 5925852.46 170.2366638345967
1881087.5480000002 5773431.187999999 
1748802.85 5428228.59 152.44460556139387
1893959.312009295 5819594.097368662 203.16909540767097
1879365.282700586 5824752.86685741 146.39264569815333
1857672.18251081 5839949.913136037 108.82225839798049
1874367.0 5816539.0 152.14939656712252
1877160.6369999999 5825722.05 113.92263009087397
1857644.791 5839685.146000001 173.86565442448568
1859336.407009472 5839299.009206299 174.59142585624454
1894272.335865516 5818995.593439974 200.87696642415406
1886807.0 5823003.0 110.51904174298633
1891620.747447002 5821151.253823253 145.86057667636868
1892195.149986089 5820029.905180814 212.74704884951362
1893844.315599695 5819041.507194203 172.0007161595076
1891225.42 5821106.53 169.47570112813148
1875392.461 5819027.863 162.28120080907283
1876462.324 5815393.051 158.60121874402344
1768552.91 5468145.82 130.90073440919082
1574595.23818796 5184948.609342567 203.88535746403815
1936535.171506451 5618966.117932887 174.98207821302512
1761735.608547413 5907538.1774152685 129.20791839858168
1761722.369674125 5907483.917906637 130.1142871547073
1815291.74213636 5804470.681048911 166.92982400766513
1761529.9976314409 5907567.669587063 134.12246212789714
1826175.670692659 5886635.140976517 145.57033242665653
1871995.795479276 5824690.027925488 104.54012089088191
1804168.77576278 5811829.169657692 152.10475756742005
1803381.6735801091 5812474.941144215 197.0776760324489
1795683.554 5818256.897000001 126.01391282566642
1795816.3630000001 5818134.125 140.4052052997895
1793627.0 5820080.0 142.36244528741545
1771383.96393415 5905953.107282878 147.67254710384952
1573474.1949765382 5181653.172649225 153.25951739620845
1873480.404091828 5816183.03882743 170.88605540477883
1878222.683706775 5826253.469079702 112.6743996701205
1873483.5686368581 5817643.929535298 133.473877613704
1573867.330833555 5182388.674645623 
1571872.103778729 5178601.798877249 136.5770569109176
1567873.139874909 5176892.011111538 138.02792049977862
1572733.364636965 5182087.184137813 209.61827973083865
1576485.251028208 5181119.309654868 
1575066.77 5176439.18 147.78210841351498
1938254.0380000002 5791871.432 177.95041051073588
1950165.4 5792299.6 177.8349926379517
1950561.61 5792250.83 175.76033731427535
1879500.5537787508 5824582.3687294675 91.75979968613396
1805259.139874176 5809915.53668464 182.55123396281027
1880819.558749137 5829610.240708369 191.89044749827806
1936403.72 5790782.65 159.75141797083285
1767874.621025841 5466666.964446437 197.66190833702092
1573420.83727274 5181606.579489072 160.02079026456846
1757553.0 5920960.0 127.25844857464674
1579225.2601483641 5179134.66917134 
1887787.297828855 5773905.687844258 111.3791223088529
1575527.67974782 5180180.307749668 152.63962957628647
1810089.132 5452856.302999999 194.87496804198824
1756950.1 5918907.3 142.37507614051898
1757348.45 5921127.71 118.51302274129971
1746222.555 5920888.882999999 118.7701588632925
1748140.374510485 5925899.652256715 142.65622205413828
1748123.476919499 5925810.023742049 135.153296226273
1748106.299521094 5925717.626759501 134.06208801455304
1565555.6 5173518.61 184.6034020532435
1558547.0 5167215.0 193.34051998933722
1928111.51 5604960.53 166.84403845143788
1574424.840260516 5178498.052587403 
1567814.734921987 5181176.646490066 234.57666593302406
1565911.7976812632 5178406.049638673 136.49757614932386
1570403.5525937001 5180662.667504686 175.26195457235448
1570823.9277763842 5188590.64313524 228.58694134780197
1803343.0 5814367.0 152.4619860833427
1802905.0 5815420.0 159.59914386451112
1802724.0 5817086.0 136.46163699699002
1574760.8 5177004.98 190.79176910660073
1882083.270662726 5771354.364213505 179.3591487927822
1574834.0 5184645.0 201.71511407105058
1950292.81 5791104.56 203.5293783689498
1570914.456667546 5181679.592665038 172.2017545689816
