"x","y","longitude","latitude","Vs30","lnMeasUncer","QualityFlag","StationID","Source","Vs30_AhdiAK_noQ3_hyb09c","stDv_AhdiAK_noQ3_hyb09c","Vs30_YongCA_noQ3","stDv_YongCA_noQ3"
1770864.65811977,5443714.89593065,175.03590000011,-41.1399000041087,210,0.5,"Q3","HIBS","KaiserEtAl",307.210083039803,0.243194395377149,198.64481157494,0.205256370217328
1433282.99059493,5268609.82673555,170.96395892912,-42.7169219998533,278,0.5,"Q3","HMCS","KaiserEtAl",455,0.545,202.125866002814,0.206820130727133
1932836.20410089,5601555.10263099,176.880106731068,-39.6710168973875,425,0.5,"Q3","HNPS","KaiserEtAl",262.323065508209,0.243194395377149,266.870166096091,0.4
1792802.8566687,5500745.02976912,175.279423156105,-40.6216438295518,600,0.5,"Q3","HOCS","KaiserEtAl",258.733007832113,0.243194395377149,202.125866002814,0.206820130727133
1515969.20875371,5178731.33401881,171.959907583103,-43.5396355302108,270,0.5,"Q3","HORC","KaiserEtAl",500,0.243194395377149,202.125866002814,0.206820130727133
1575924.71160532,5183440.57973167,172.702194214107,-43.5015754722316,150,0.5,"Q3","HPSC","KaiserEtAl",197,0.202629769603115,198.64481157494,0.205256370217328
1586077.48987924,5292112.21042159,172.830493814119,-42.5232422399832,280,0.5,"Q3","HSES","KaiserEtAl",500,0.243194395377149,198.64481157494,0.205256370217328
1766266.51564763,5442484.14532976,174.981477266111,-41.1519350580985,650,0.5,"Q3","HSSS","KaiserEtAl",455,0.545,514.970575501527,0.380788655293195
1735288.60433898,5653141.92650849,174.568100000117,-39.2605100057453,350,0.5,"Q3","HUKS","KaiserEtAl",500,0.243194395377149,216.62368022053,0.254950975679639
1572325.30739258,5174786.81401483,172.657230000105,-43.579370002174,1000,0.5,"Q3","HUNS","KaiserEtAl",690.974348966211,0.446036993981441,535.786417756242,0.380788655293195
1576539.44930854,5174756.55791046,172.709423000106,-43.5797870021733,348,0.1,"Q1","HVSC","KaiserEtAl",472.749388885179,0.354562104171167,300.639538792274,0.306594194335118
1709426.23922066,5617511.17209483,174.274244785123,-39.5851391944592,210,0.2,"Q2","HWHS","KaiserEtAl",335.279503497185,0.602886888230288,202.125866002814,0.206820130727133
